Date,LD12TRUU Index,SPTR Index,RIY Index,RTY Index,RAG Index,RAV Index,LBUSTRUU Index,HYG Equity,MTUM Equity,CL1 Comdty,GC1 Curncy,GSG Equity,MXEA Index,MXEF Index,DXY Index,PVOLAUS Index,TY1 Comdty,S5COND Index,S5CONS Index,S5ENRS Index,S5FINL Index,S5HLTH Index,S5INDU Index,S5INFT Index,S5MATR Index,S5RLST Index,S5TELS Index,S5UTIL Index,HTUSHFHI Equity,GSCBMSAL Equity,MXCXDRN Index,PLEVERUS Index,PPROFTUS Index,PEARNVUS Index,PDIVYUS Index,S5SFTW Index,S5TECH Index,S5SSEQX Index,S15INCR Index,BBG000BXPP29 FIGI,BBG0016S3JL1 FIGI,BBG00CTZ9MW1 FIGI,BBG008FDQZL8 FIGI,BBG000BH3JF8 FIGI,BBG000Q5ZRM7 FIGI,BBG00FN64XT9 FIGI,BBG000FKJRC5 FIGI,BBG000PWTD92 FIGI,BBG000K1T9L0 FIGI,BBG00XP21PQ0 FIGI,BBG005CHLM96 FIGI,BBG000BP30Y0 FIGI,BBG000BJW241 FIGI,BBG001DCTG63 FIGI,BBG000V78V75 FIGI,BBG000BJGGV8 FIGI,BBG000BK2F42 FIGI,BBG012QSDSK6 FIGI,BBG000BK6MB5 FIGI,BBG000PQ4W72 FIGI,BBG00NBK0GC3 FIGI,BBG000CVRFS4 FIGI,BBG00Z9CCRH5 FIGI,BBG00XXPB3L3 FIGI,BBG000G9W6L0 FIGI,BBG000BLNNH6 FIGI,BBG000BD2167 FIGI,BBG00VSYYVB8 FIGI,BBG000BMQCP6 FIGI,BBG018CYVVW5 FIGI,BBG000BMTX31 FIGI,BBG000BMY992 FIGI,BBG000CS7CT9 FIGI,BBG000BNGTQ7 FIGI,BBG000N7KBZ3 FIGI,BBG000H9LNX1 FIGI,BBG000F9XKN7 FIGI,BBG000BT1XR0 FIGI,BBG004S641N5 FIGI,BBG000BGKJ70 FIGI,BBG000CS0D96 FIGI,BBG000CYSFS7 FIGI,BBG00RP5HYS8 FIGI,BBG00Q741Z16 FIGI,BBG000BFRRX8 FIGI,BBG000BGKTF9 FIGI,BBG000BCVMH9 FIGI,BBG000C3J3C9 FIGI,BBG000KMVDV1 FIGI,BBG00JGMWFM9 FIGI,BBG00G5JGQ66 FIGI,BBG000FKMP26 FIGI,BBG00B8NWRF5 FIGI,BBG000BVMGF2 FIGI,BBG000H9G7X2 FIGI,BBG00D0Y81M1 FIGI,BBG000BRNGM2 FIGI,BBG000BCQ4P6 FIGI,BBG000BJ5HK0 FIGI,BBG000C221G9 FIGI,BBG000BDCQ25 FIGI,BBG000C2VBB0 FIGI,BBG000CGC1X8 FIGI,BBG000HT5G06 FIGI,BBG00HY28K89 FIGI,BBG002293PJ4 FIGI,BBG000P5LMQ0 FIGI,BBG001KFKQM7 FIGI,BBG000BLV2Q3 FIGI,BBG000BT2TP0 FIGI,BBG000BLJWF3 FIGI,BBG000BSJK37 FIGI,BBG002BC7WC5 FIGI,BBG000BVWZF9 FIGI,BBG000BW3299 FIGI,BBG000BXMFC3 FIGI,BBG00RRGSJR4 FIGI,BBG000BDD940 FIGI,BBG000CQCCK6 FIGI,BBG000G7CDN9 FIGI,BBG000BD53V2 FIGI,BBG000MQQ963 FIGI,BBG001D8R5D0 FIGI,BBG000C6W444 FIGI,BBG000BGYMH7 FIGI,BBG000C8H633 FIGI,BBG01KN29X02 FIGI,BBG01KP5K5J1 FIGI,BBG01KPVGL95 FIGI,BBG01KQ6DGT1 FIGI,BBG01KR2QD67 FIGI,BBG01KRNB1K7 FIGI,BBG01KS17Q79 FIGI,BBG01KS86ML8 FIGI,BBG01KT2GV75 FIGI,BBG01KTTNW30 FIGI,BBG01KV3M6P8 FIGI,BBG01KVL5BC0 FIGI,BBG01KWMZZF8 FIGI,BBG01KX68KZ3 FIGI,BBG01KXPHJ11 FIGI,BBG01KY0T8K5 FIGI,BBG01KYM8ZF6 FIGI,BBG01KZHH1S7 FIGI,BBG01L01L9T5 FIGI,BBG01L0NGR77 FIGI,BBG000BPH459 FIGI,BBG000JCPGZ1 FIGI,BBG000BJSBJ0 FIGI,BBG00GNT7999 FIGI,BBG000CHSS88 FIGI,BBG000BS9489 FIGI,BBG000QFJJW0 FIGI,BBG000C496P7 FIGI,BBG000JK9DK4 FIGI,BBG000QYVKN2 FIGI,BBG000F1ZSQ2 FIGI,BBG000MM2P62 FIGI,BBG000C1XVK6 FIGI,BBG000BLKK03 FIGI,BBG01KHLTFQ6 FIGI,BBG01KJC4Y71 FIGI,BBG01KJN6WX0 FIGI,BBG01KJYB0R7 FIGI,BBG01KM5DFP3 FIGI,BBG003CVMLQ2 FIGI
7/14/2023,211.72,9683.686,2471.497,1931.09,2232.559,2053.383,2095.69,75.1,145.49,74.420905,1994.639462,20.38,2188.99,1028.49,99.914,1131.06,112.845675,1370.103,779.52,623.02,569.49,1534.69,918.53,3125.78,524.15,243.4,222.63,339.66,59.68,170.76,1280.88,989.22,1151.4,958.46,938.12,3841.91,3485.88,2879.4,8780.81,43.75,100.88698,30.94097,2.36636,213.2034,118.28,27.73,193.63,110.68,91.2,4.03,30.25,132.5,187.79,24.03,58.65,103.84,59.17,27.7,110.28,142.88,0.7068,117,12.49,9.48,79.98,133.4,71.39,20.99,75.35,18.21759094,57.95,46.44,24.74,35.19,17.59,34.26,6.39,0.987657374,167.25,22.1,553.84,25.56,53.84,8.26,165.27,111.55,80.58,50.38,15.76,75.5,17.36,116.59,38.04,101.18,34.91,87.04,119.44,178.42,165.56,65.87,12.7,144.67,122.56,129.28,18.14,376.97,364.1,37.63,32.67,68.69,135.57,14.5,25.5,410.98,210.99,445.45,32.41,111.93,176.13,118.95,119.36,84.42,109.45,43.45,457.56,24.08,110.2,111.03,96.16,94.67,113.24,94.27,103.08,101.62,104.44,105.69,97.08,95.09,107.98,111.27,107.49,103.96,100.57,106.96,102.21,97.01,345.24,52.23,73.2,53.11,377.77,96.29,40.64,15.96,27.1,28.36,402.51,308.87,352.66,434.93,99.62,112.64,98.77,99.2,108.78,112.71
7/17/2023,211.81,9721.026,2482.225,1951.269,2249.758,2056.017,2098.28,75.24,146.37,73.167729,1986.516312,20.14,2175.3,1027.76,99.842,1133.66,113.002368,1374.46,777.21,622.26,575.21,1528.05,922.4,3167.43,524.56,241.37,221.18,335.66,58.93,174.62,1295.44,988.67,1152.35,958.21,937.39,3859.49,3540.53,2948.19,8780.81,44.13327,99.20246,30.76719,2.36991,210.7481,118.21,27.96,192.65,111.97,89.94,4.37,29.88,133.72,191.67,24.63,58.81,105.08,58.36,29.11,111.14,142.88,0.6954,119.1,12.46,9.51,79.19,134.24,73.58,21.72,75.36,18.16360562,59.34,46.54,25.2,36.15,18.42,34.34,6.62,0.990798176,168.31,22.29,553.65,25.98,54.56,8.66,167.22,113.43,79.77,50.81,16.08,75.89,17.68,120.3,37.68,102.41,37.42,88.08,119.69,176.78,165.91,65.94,12.75,146.55,123.4,130.24,18.49,364.99,370.72,37.96,32.52,69.39,133.46,13.53,26.6,421.75,209.86,451.49,32.56,112.66,170.58,121.54,120.4,85.76,110.63,44.75,458.12,23.96,107.15,107.95,96.06,94.91,113.25,94.28,102.5,100.39,103.71,104.93,96.24,95.33,108.36,111.74,107.04,103.29,100.7,106.82,103.45,97.12,345.73,52.59,72.66,53.88,383.28,98.23,41.68,15.36,27.95,28.43,402.2,310.62,359.02,434.41,99.79,113.27,99.03,99.18,111.5,113
7/18/2023,211.84,9790.2,2500.307,1976.067,2267.814,2070.585,2100.08,75.45,147.4,74.746533,2011.291919,20.46,2188.44,1022.12,99.941,1135.78,113.033647,1378.251,776.21,628.35,581.68,1538.75,927.62,3207.29,528.63,239.4,222.03,333.06,60.28,175.58,1300.83,989.47,1151.19,956.6,937.76,3962.59,3539.43,2968.43,8780.81,44.33576,100.00301,31.00948,2.34272,213.4338,117.31,28.3,188.18,112.98,89.76,4.46,31.01,135.87,192.94,21.89,58.3,106.51,60.17,31.13,111.06,144.03,0.7,120.93,12.24,9.51,81.06,135.36,75.89,22.18,75.77,18.14023535,58.94,46.21,25.19,35.61,18.2,35.05,6.5,0.99353097,172.73,22.93,569.01,26.8,55.24,8.55,165.56,116.07,80.41,51.24,16.32,77.01,18.32,122.12,37.22,103.42,37.16,90.19,119.35,177.34,168.5,65.63,12.96,146.78,122.86,131.87,18.7,369.27,382.22,38.52,32.66,70.58,131.36,13.45,26.4,422.13,212.62,464.5,32.67,113.4,176.92,122.49,121.69,85.58,110.91,45.75,461.99,24.8,107.68,108.49,96.72,95.58,114.16,95,103.34,100.98,104.39,105.85,97.54,95.69,108.73,111.77,107.02,103.97,100.85,106.74,102.89,97.47,359.49,55.35,72.05,55.52,394.2,97.92,44.32,15.52,28.38,29.18,398.16,312.05,358.04,440.73,100.21,113.45,99.55,99.66,113.02,112.04
7/19/2023,211.87,9813.455,2506.718,1984.886,2267.925,2082.239,2106.64,75.51,146.97,74.351832,2011.291919,20.57,2187.35,1019.59,100.281,1137.8,113.284276,1385.453,783.42,631.64,584.28,1546.36,927.15,3198.51,525.9,242.07,222.54,336.45,61.99,181.2,1293.94,991.84,1149.4,957.79,938.25,3932.54,3566.75,2945.22,8780.81,45.3807,98.63154,30.59893,2.32634,216.1728,121.17,28.19,190.97,112.61,92.3,4.39,31.4,139.34,192.54,22.33,58.8,106.15,60.83,30.16,109.89,146.93,0.7176,120.68,12.33,9.41,84.52,135.48,74.45,22.27,76.34,18.30873498,57.53,46.98,25.71,36,17.77,35.46,6.52,0.99872263,176.37,23.26,573.28,26.83,55.23,8.69,165.54,117.96,80.74,52.43,16.84,75.7,17.4,119.62,37.87,105.79,37.03,91.18,121.17,177.42,167.65,66.33,13.11,146.64,124.42,132.82,18.65,381.07,397.25,38.94,32.54,69.83,134.87,14.59,27.5,417.64,214.25,460.49,32.49,112.57,173.27,120.64,120.25,85.76,111.46,45,454.26,24.87,107.81,108.62,97.32,96.09,115.12,95.59,104.15,102.28,105.05,106.9,98.56,96.07,109.73,112.11,108.12,105.23,101.7,107.52,101.29,97.81,355.08,55.58,72.1,54.58,395.2,87.78,44.67,16.04,29.02,29.42,398.27,316.01,357.23,447.26,100.68,114.29,100.04,100.06,112.47,112.37
7/20/2023,211.9,9748.101,2488.39,1967.16,2226.764,2091.949,2094.69,75.18,145.67,74.628123,2001.239521,20.68,2181.93,1018.06,100.88,1133.36,112.422714,1338.34,789.64,639.8,588.34,1571.85,930.92,3133.23,527.18,241.11,217.01,342.67,60.59,177.52,1257.21,993.43,1152.52,955.56,938.4,3848.58,3532.42,2850.72,8780.81,43.79363,98.11005,29.93468,2.2792,216.616,118.76,27.97,182.26,111.39,92.75,4.23,30.65,139.1,192.54,22.54,59.07,106.43,61.18,29.73,111.24,147.28,0.6652,120.51,12.5,9.48,84.21,138.38,75.06,21.46,76.76,18.45409805,56.53,47.86,25.62,36.01,17.39,35.23,6.21,0.964760583,173.35,22.97,554.67,26.6,54.67,8.26,170.08,114.99,80.52,52.37,16.66,76.1,17.66,116.42,38.6,111.98,36.33,90.15,122.18,177.04,166.69,66.26,12.95,143.6,120.72,131.04,18.32,377.08,410.05,39.84,32.16,67.86,138.16,14.66,25.2,404.14,216.78,458.74,31.89,112.77,167.98,120.48,121.09,84.33,113.55,45.54,458.07,25.23,107.31,108.12,97.61,96.15,113.05,95.4,101.31,102.71,104.55,107.47,99.43,95.92,109.49,111.51,107.29,104.72,101.28,106.9,95.45,97.43,346.87,55.54,74.1,53.81,398.36,88.17,44.53,15.9,28.38,29.18,398.06,302.52,365.06,447.41,100.49,112.39,100,100.3,104.82,113.28
7/21/2023,211.93,9751.263,2488.861,1960.255,2222.044,2096.743,2095.9,75.37,145.36,76.028942,1996.873328,20.86,2176.58,1014.58,101.071,1131.77,112.51675,1338.827,792.31,645,586.32,1587.77,926.65,3123.42,527.18,242.17,215.92,347.8,60.73,176.43,1243.05,992.91,1154.16,956.74,937.55,3837.94,3515.53,2846.06,8780.81,44.29307,99.16393,30.06817,2.28446,226.8095,120.15,27.91,179.66,109.07,93.38,4.2,31.21,138.41,190.91,21.94,58.8,105.59,61.56,28.87,110.33,145.3,0.6443,121.08,12.81,9.45,84.59,138.94,75.35,21.62,77.3,18.51649666,57.1,47.99,25.15,35.66,17.57,33.81,6.1,0.965111644,171.45,22.63,546.69,26.35,53.75,8.33,169.14,115.57,81.43,52.63,16.54,75.62,16.83,116.88,39.1,110.82,36.06,90.7,123.28,178.37,164.05,66.34,13.02,145.53,124.72,131.11,18.06,377.72,402.72,40.07,32.43,67.55,139.74,14.76,26.41,403.33,216.78,450.43,31.81,112.89,163.41,120.84,120.47,84.97,113.77,45.375,457.89,25.29,106.18,106.98,97.64,96.23,114.31,95.41,101.84,103.12,104.69,108.24,101.08,96.03,110.1,112.29,108.18,104.97,102.12,107.72,96.76,97.53,343.77,55.83,75.9,53.36,394.49,83.81,41.71,15.52,27.76,27.74,397.49,294.26,366.96,456.89,100.55,113.19,100.07,100.27,106.1,112.96
7/24/2023,212.02,9790.761,2497.593,1965.678,2227.815,2106.007,2093.34,75.24,145.25,77.676383,1992.405595,21.3,2177.92,1013.45,101.346,1132.76,112.344417,1345.844,795.36,655.7,592.27,1584.08,928.85,3131.47,528.81,244.58,216.92,346.82,60.22,175.38,1246.09,992.57,1154.88,956.94,938.25,3842.42,3529.5,2854.66,8780.81,44.08545,98.62443,30.49766,2.30331,228.6709,123.12,27.73,177.04,108.32,92.6,4.15,30.56,138.49,189.45,22.6,58.79,106.41,61.84,28.48,110.25,146.6,0.609,120.21,12.63,9.4,84.4,139.54,75.43,21.25,76.91,18.58777598,57.35,48.74,26.42,35.25,17.8,33.76,6.23,0.970169944,174.22,22.6,546.92,26.6,53.81,8.34,169.32,117.22,82.24,53.11,16.29,75.98,16.9,116.29,38.36,112.11,37.21,90.66,123.17,177.61,162.53,66.26,13.14,143.09,124.1,133.36,18.35,381.51,396.58,39.96,33.25,68.9,140.25,14.95,28.24,402.7,216.94,450.21,31.79,113.25,162.68,122,120.38,83.42,113.96,45.9,458.51,25.64,107.09,107.9,97.95,96.49,114.24,95.82,102.52,103.26,104.97,108.41,101.3,96.41,110.37,112.52,108.85,105.61,102.65,108.36,98.12,97.88,345.11,56.72,75.5,53.14,389.46,83.09,43.04,15.48,29.49,28.28,404.79,291.61,370.11,453.44,100.92,113.68,100.4,100.62,106.85,112.69
7/25/2023,212.05,9818.494,2504.249,1966.112,2240.014,2104.571,2091.26,75.19,146.33,78.554361,1993.928686,21.37,2183.41,1032.26,101.349,1131.79,111.890177,1342.7963,794.95,659.42,587.92,1583.09,927.64,3168.67,538.13,242.76,217.84,347.57,59.99,174.55,1249.86,991.86,1156.13,957.66,937.84,3889.96,3548.73,2909.2,8780.81,46.17834,98.21733,30.21091,2.30314,226.6499,120.62,28.49,178.38,107.67,93.35,4.02,29.8,140.76,190.32,23.45,58.85,101.48,62.12,28.07,117.16,147.63,0.5467,121.14,13,9.53,84.67,140.33,76.37,21.46,77.87,18.57819417,58,48.69,26.28,35.08,17.45,33.34,5.89,0.967972968,173.86,22.42,550.69,26.86,53.91,8.12,170,114.51,82.84,53.6,16.04,76,16.48,117.58,38.54,110.47,37.7,91.81,123.85,174.66,161.27,66.35,13.05,144.24,125.07,134.38,18.33,385.44,396.62,39.2,33.47,68.98,139.06,14.8,28.5,408.08,215.55,450.22,31.66,113.59,161.09,122.26,120.15,83.16,114.35,41.36,458.26,25.98,104.92,105.7,97.62,96.35,114.67,95.48,101.47,102.47,104.26,107.2,100.66,96.2,110.91,112.86,108.36,105.03,102.68,108.1,96.9,97.68,350.98,56.54,75.44,52.86,395.37,82.6,42.12,15.1,29.86,28.22,401.28,294.47,366.57,454.34,100.69,113.92,100.2,100.32,107.17,105
7/26/2023,212.08,9817.106,2504.882,1980.355,2235.685,2111.85,2096.98,75.49,145.48,77.715843,2000.427206,21.25,2181.78,1031.88,100.887,1134.87,112.422714,1341.957,796.63,658.83,591.76,1581.85,933.79,3127.59,536.6,243.59,223.61,347.41,60.21,176.12,1249.77,991.55,1154.6,957.75,939.02,3791.33,3559.5,2869.89,8780.81,47.38713,96.90216,30.21549,2.37018,234.7781,118.64,28.38,178.07,107.27,91.75,4.16,29.81,136.5,189.8,23.31,59.79,98.87,61.49,28.07,114.72,151.99,0.5777,120.48,13.24,9.66,86.94,141.07,76.31,21.56,78.2,18.61745622,57.19,48.71,27.92,35.97,17.89,33.58,6.02,0.967367947,180,23.54,541.4,26.98,54.43,8.22,167.48,114.04,84.01,53.22,16.54,76.33,16.355,116.92,38.41,112.96,38.71,90.78,124.41,180.62,162.25,66.92,13.03,144.19,124.02,139,18.56,389.93,418.19,38.77,33.44,68.48,141.17,14.89,29.58,408.42,238,445,31.05,113.04,159.58,122.05,119.9,83.05,113.83,40.91,458.39,26.11,105.66,106.45,98.09,96.7,114.62,95.86,101.72,103.09,104.75,107.69,101.11,96.59,110.41,112.65,108.34,104.98,102.86,108,97.94,97.98,337.77,52.76,74.37,52.23,420.75,82.91,44.43,15.49,30.95,29.23,402.41,298.57,364.75,448.21,101.01,113.27,100.61,100.75,106.4,101.76
7/27/2023,212.11,9754.716,2487.005,1954.896,2222.026,2093.01,2080.21,74.89,145.12,79.008148,1975.651599,21.35,2192.76,1035.15,101.773,1132.91,111.294883,1330.337,790.16,655.25,584.11,1569.73,926.15,3117.01,533.01,238.42,225.52,341.41,58.91,170.83,1252.5,991.39,1155.43,957.42,940.4,3741.26,3537.23,2913.29,8780.81,47.38079,98.75524,30.69507,2.43257,226.2688,115.15,28.01,173.45,106.91,90.39,4.07,29.66,133.96,183.28,22.75,62.32,97.27,60.97,27.76,115.42,148.82,0.5217,122.3,13.35,9.65,86.75,142.97,75.77,21.25,80.36,18.46625058,58.29,48.1,27.54,36.17,17.28,33.34,5.86,0.958991512,174.9,22.5,540.08,26.7,56.75,7.93,165.49,114.02,83.08,53,16.15,74.72,16.16,120.22,37.44,112.78,38.96,91.38,122.26,183.48,164.14,68.81,12.93,145.29,125.85,137.03,18.5,381.18,410.81,39.23,33.31,66.83,132.23,14.51,28.14,383.39,232.1,441.12,31.05,117.42,164.23,121.11,119.63,81.77,112.9,40.155,444.92,25.86,106.23,107.03,97.55,95.98,114.08,95.34,101.6,102.99,104.53,106.88,99.6,96,109.25,113.03,107.74,104.33,102.56,107.4,102.7,97.54,330.72,53.24,73.27,52.33,412.13,82.34,42.98,15.04,29.87,28.01,394.5,311.71,357.84,451,100.07,112.22,100.02,100.12,106.81,102.2
7/28/2023,212.14,9852.015,2512.923,1981.537,2257.139,2103.274,2087.52,75.32,146.48,79.491529,1990.577887,21.45,2196.24,1043.2,101.622,1137.87,111.623909,1354.991,797.98,655.86,584.9,1574.35,931.88,3163.09,536.71,237.81,230.71,340.51,60.63,177.41,1263.39,989.75,1151.95,959.63,941.33,3803.18,3567.12,2971.24,8780.81,48.48462,100.85948,31.9754,2.52911,230.5234,122.78,27.7,180.44,106.77,93.05,4.22,29.61,134.21,182.34,24.28,62.71,97.23,59.65,27.33,114.39,149.9,0.542,125.18,13.32,9.74,89.89,143.45,76.53,20.94,81.01,18.64900608,59.52,48.52,28.23,36.54,17.36,36.46,6.16,0.976763683,177.66,23.04,547.9,27.17,58.99,8.23,165.19,114.85,83.05,52.09,17.62,75.34,16.55,121.16,37.46,112.46,39.98,91.81,122.1,184.6,166.1,69.69,13.11,146.63,129.48,135.87,18.51,387.29,425.89,38.92,33.77,68.92,131.5,14.45,29.59,390.67,232.77,446.07,30.76,118.58,165.52,122.17,119.24,83.81,112.62,40.685,448.73,26.1,104.53,105.31,97.62,96.38,115.23,95.52,101.52,102.83,104.3,106.49,99.34,96.24,110.46,114.05,108,104.6,102.91,107.57,102.36,97.86,338.37,53.77,72.85,53.21,427.585,82.55,43.74,15.33,30.76,28.79,392.96,325.48,359.15,453.3,100.4,113.39,100.41,100.38,108.46,102.08
7/31/2023,212.23,9866.77,2518.419,2003.177,2261.706,2110.393,2090.15,75.5,146.75,80.695049,2000.833363,21.6,2199.36,1046.91,101.855,1141.55,111.686566,1362.524,794.32,668.98,587.5,1561.85,934.02,3167.14,539.48,239.48,230.64,340.62,61.66,183.48,1269.88,989.82,1145.44,961.13,941.3,3801.68,3578.7,2975.35,8780.81,50.13293,100.19939,31.447,2.61859,226.0826,124.62,27.65,180,108.32,96.87,4.37,30.39,135.06,184.37,24.94,63.38,98.82,60.38,29.24,114.24,153.7,0.6452,126.35,13.36,9.84,90.13,144.18,78.67,21.72,81.48,18.5634709,59.88,48.64,28.45,37.06,17.86,37.66,6.4,0.982193948,177.62,22.99,556.6,27.04,59.55,8.66,166.26,117.02,82.29,52.04,16.91,77.18,17.49,125.18,37.08,112.68,39.61,91.36,121.71,184.01,165.24,69.5,13.35,145.81,132.17,138.8,18.72,388.17,423.14,39.25,33.38,69.66,130.3,14.52,30.85,396.63,232.02,464.68,30.93,118.44,170.69,121.99,120.38,84.29,112.75,40.53,446.46,26.27,104.79,105.57,97.53,96.39,116.25,95.48,101.52,102.35,104.3,105.65,98.04,96.13,110.17,113.66,107.24,104.49,102.48,107.11,102.19,97.78,335.92,55.63,73.3,52.88,419.49,84.62,43.73,16.03,31.44,29.28,394.28,318.6,360.51,456.83,100.29,113.25,100.37,100.3,110.02,103.63
8/1/2023,212.26,9840.712,2511.267,1994.167,2255.88,2103.373,2078.36,74.77,146.77,80.270857,1970.57463,21.55,2177.3,1043.09,102.303,1139.7,111.15393,1346.883,790.27,665.88,587.32,1553.85,936.97,3169.9,537.08,239.18,229.97,336.34,61.68,181.66,1274.96,989.9,1146.35,961.66,939.98,3808.38,3575.05,2980.84,8780.81,50.40614,99.24316,31.21534,2.62962,226.0295,123.39,27.65,175.03,107.88,94.7,4.36,30.4,135.21,187.31,25.33,62.83,97.62,61.07,28.85,113.22,153.38,0.6561,125.03,13.44,9.86,89.83,143.33,78.51,21.31,81.41,18.46882131,59.98,48.54,28.74,36.7,17.67,36.58,6.34,0.970918921,174.09,22.7,553.1,26.93,59.8,8.4,166.74,116.48,81.25,52.66,16.36,76.77,17.64,126.03,36.56,113.03,39.5,91.39,121.06,185.28,166.14,69.9,13.74,146.51,132.08,139.44,18.64,390.32,425.5,38.26,33.03,69.44,129.92,14.3,29.29,398.28,231.5,474,30.99,119.19,172.69,126.02,131.87,83.3,111.93,39.73,453.28,26.18,105,105.78,97.47,96.35,115.96,95.44,101.78,102.02,104.16,105.16,97.46,96.02,110.2,113.65,107.04,104.09,102.31,106.67,101.89,97.77,336.34,56.25,72.17,54.66,412.63,82.85,43.41,16.06,31.99,28.83,397.07,322.71,359.23,458.11,100.19,113.26,100.33,100.21,110.19,103.17
8/2/2023,212.29,9704.626,2475.295,1966.832,2212.47,2084.835,2072.07,74.45,144.34,78.416252,1967.223831,21.16,2137.21,1019.99,102.59,1135.58,111.075633,1322.052,792.25,656.96,582.12,1554.75,926.84,3087.76,530.46,238.12,225.2,336.32,60.73,175.64,1252.65,988.8,1150,961.16,940.37,3714.06,3525.76,2855.04,8780.81,50.65266,96.99179,31.1556,2.63249,228.5734,123.36,27.07,172.5,106.78,97,4.24,29.63,135.51,187.57,24.24,62.35,97.41,59.51,27.63,111.97,115.95,0.6293,122.34,13.89,9.75,89.08,144.17,76.75,20.46,81.16,18.51509444,58.18,49.02,28.39,36.99,16.77,36.35,6.12,0.953019157,169.41,22.29,483.48,26.47,58.98,8.12,167.8,113.25,80.09,52.58,16.27,76.1,17.06,123.18,36.36,106.51,38.92,90.63,121.48,185.15,167.03,69.01,13.86,143.75,129.27,135.27,18.36,388.09,425.13,37.38,34.16,65.56,129.57,14.35,28.75,388.13,230.2,468.16,30.36,117.5,166.85,124.97,127.75,82.06,112.08,39.605,450.54,25.71,102.77,103.54,97.17,95.93,112.74,95.03,100.01,102.59,103.34,106.11,98.21,95.66,109.24,112.47,107.14,103.88,102.1,106.47,98.84,97.12,327.5,55.37,71.91,56.15,408.58,82.67,43.15,15.55,31.39,28.09,390.02,314.31,359.55,483.75,99.72,112.32,99.62,99.56,106.09,102.41
8/3/2023,212.32,9680.358,2468.858,1961.403,2206.985,2079.097,2058.15,74.21,144.3,80.448426,1961.740705,21.4,2124.4,1015.81,102.542,1135.32,110.511718,1326.591,790.9,663.21,582.52,1547.02,921.18,3078,527.26,234.9,224.82,328.62,61.78,175.06,1254.28,989.59,1152.19,960.08,939.26,3699.42,3509.06,2854.93,8780.81,46.34018,97.03742,30.4549,2.61913,228.21,120.85,19.1,171.84,105.31,98.5,5.16,28.12,137.85,187.05,25.07,61.5,96.64,57.29,28.36,112.36,110.77,0.6476,111.99,14.69,9.75,88.86,144.45,76.56,20.48,82.02,18.48354458,56.47,49.4,28.93,37.15,16.57,36.23,6.31,0.956291157,171.74,22.36,490.11,27.22,58.1,8.11,167.28,112.92,80.9,53.15,16.48,76.02,16.84,122.61,35.26,111.36,39,89.97,118.34,185.16,166.2,69.35,13.94,143.44,118.7,138.04,17.95,399.95,425.7,38.48,36.2,65.82,129.68,14.09,29.24,382.61,229.89,465,29.77,116.54,165.06,125.83,125.32,81.27,108.4,39.28,453.48,25.78,102.26,103.03,96.85,95.63,111.87,94.75,99.18,101.94,102.7,105.3,97.2,95.38,108.19,111.47,106.11,103.41,101.5,105.88,99.6,96.85,326.66,57.41,70.1,55.13,413.04,81.92,43.17,15.09,31.12,27.87,393.01,313.19,362.3,487.15,99.42,111.46,99.35,99.17,105.73,102.21
8/4/2023,212.36,9629.77,2456.418,1957.463,2194.579,2070.681,2075.18,74.65,144.19,81.701271,1969.457697,21.46,2143.22,1018.02,102.017,1136.7,111.420198,1351.902,782.82,663.38,580.02,1541.39,915.16,3032.03,525.84,232.57,224.13,324.65,61.34,171.31,1254.1,989.43,1151.43,960.74,937.64,3686.07,3366.2,2854.92,8780.81,42.99655,98.22764,30.80693,2.67209,225.8079,119.96,19.32,170.66,104.5,96.94,5.24,29.78,138.08,188.07,24.26,62.53,96.78,58.81,28.41,113.06,113.95,0.6027,112.23,14.58,9.87,88.49,144.24,71.8,20.29,82.09,18.29471282,55.97,49.49,29.1,37.99,15.88,36.28,6.21,0.974536935,169.24,22.69,498.31,27.61,57.08,8.05,167.13,113.38,80.82,52.63,16.71,77.99,16.54,112.9,34.9,109.87,39.23,91.5,117.27,185.02,164.91,69.85,15.93,141.22,121.5,143.63,15.27,392.85,424.27,38.01,36.18,67.8,127.96,14,31,381.92,228.53,465.81,29.68,114.7,165.85,130.23,125.81,81.22,105.67,39.08,455.85,26.18,99.82,100.57,96.16,95.08,111.78,94.12,98.52,101.23,101.97,104.97,98.98,94.61,107.79,110.94,105.61,102.67,100.88,104.64,98.63,96.05,327.78,58.36,69.17,54.36,407.11,81.6,43.21,15.63,31.04,28.81,391.35,310.73,355.3,484.28,98.59,110.98,98.45,98.21,105.79,101.94
