TradeDate,FundName,Description,Ticker,Analyst,Symbol,BBYellowKey,Quantity,MarketPrice,DailyPL,Type,MarketValue,NAV,CalcSID,SID,SecID,UndlSecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,Currency,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,Exposure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Hub Group Inc,HUBG US,YELLIN,Hub Group Inc,HUBG US Equity,2941.0,88.8,1146.99,EQUITIES,261160.80,1,HUBG US Equity,HUBG US Equity,3790,3790,BBG000G9W6L0 FIGI,HUB GROUP INC-CL A,HUB GROUP INC-CL A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2820900000,259548.7419,1,88.8,0,0,,0,Equity,BBG000G9W6L0 FIGI,S5INDU Index,88.8,0,1,0,0,0,0,2820900000,Mid,0.056656025,261160.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Humana Inc,HUM US,YANOVER,Humana Inc,HUM US Equity,852.0,460.74,2104.44,EQUITIES,392550.48,1,HUM US Equity,HUM US Equity,3101,3101,BBG000BLKK03 FIGI,HUMANA INC,HUMANA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Health Care,Health Care Providers & Servic,56722030000,1622838.194,1,460.74,0,0,,0,Equity,BBG000BLKK03 FIGI,S5HLTH Index,460.74,0,1,0,0,0,0,56722030000,Large,0.002625031,392550.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,International Business Machines Corp,IBM US,MAINA,International Business Machines Corp,IBM US Equity,-1505.5,161.14,-2980.89,EQUITIES,-242596.27,1,IBM US Equity,IBM US Equity,3106,3106,BBG000BLNNH6 FIGI,INTL BUSINESS MACHINES CORP,INTL BUSINESS MACHINES CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,IT Services,1.4714E+11,4056698.129,1,161.14,0,0,,0,Equity,BBG000BLNNH6 FIGI,S5INFT Index,161.14,0,1,0,0,0,0,1.4714E+11,Mega,0.001855573,-242596.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,International Business Machines Corp,IBM US,MIXTER,International Business Machines Corp,IBM US Equity,-1505.5,161.14,-2980.89,EQUITIES,-242596.27,1,IBM US Equity,IBM US Equity,3106,3106,BBG000BLNNH6 FIGI,INTL BUSINESS MACHINES CORP,INTL BUSINESS MACHINES CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,IT Services,1.4714E+11,4056698.129,1,161.14,0,0,,0,Equity,BBG000BLNNH6 FIGI,S5INFT Index,161.14,0,1,0,0,0,0,1.4714E+11,Mega,0.001855573,-242596.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Itron Inc,ITRI US,MIXTER,Itron Inc,ITRI US Equity,2837.5,72.38,4256.25,EQUITIES,205378.25,1,ITRI US Equity,ITRI US Equity,2829,2829,BBG000BD2167 FIGI,ITRON INC,ITRON INC,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,"Electronic Equipment, Instrume",3292770000,340022.5,1,72.38,0,0,,0,Equity,BBG000BD2167 FIGI,S5INFT Index,72.38,0,1,0,0,0,0,3292770000,Mid,0.04172518,205378.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Itron Inc,ITRI US,YELLIN,Itron Inc,ITRI US Equity,2837.5,72.38,4256.25,EQUITIES,205378.25,1,ITRI US Equity,ITRI US Equity,2829,2829,BBG000BD2167 FIGI,ITRON INC,ITRON INC,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,"Electronic Equipment, Instrume",3292770000,340022.5,1,72.38,0,0,,0,Equity,BBG000BD2167 FIGI,S5INFT Index,72.38,0,1,0,0,0,0,3292770000,Mid,0.04172518,205378.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Jamf Holding Corp,JAMF US,MAINA,Jamf Holding Corp,JAMF US Equity,5035.5,18.3,4431.24,EQUITIES,92149.65,1,JAMF US Equity,JAMF US Equity,62452,62452,BBG00VSYYVB8 FIGI,JAMF HOLDING CORP,JAMF HOLDING CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,2302060000,401126.0968,1,18.3,0,0,,0,Equity,BBG00VSYYVB8 FIGI,S5INFT Index,18.3,0,1,0,0,0,0,2302060000,Mid,0.062767046,92149.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Jamf Holding Corp,JAMF US,MIXTER,Jamf Holding Corp,JAMF US Equity,17677.5,18.3,15556.2,EQUITIES,323498.25,1,JAMF US Equity,JAMF US Equity,62452,62452,BBG00VSYYVB8 FIGI,JAMF HOLDING CORP,JAMF HOLDING CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,2302060000,401126.0968,1,18.3,0,0,,0,Equity,BBG00VSYYVB8 FIGI,S5INFT Index,18.3,0,1,0,0,0,0,2302060000,Mid,0.220348416,323498.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Kirby Corp,KEX US,YELLIN,Kirby Corp,KEX US Equity,11929.0,77.8,-7038.11,EQUITIES,928076.20,1,KEX US Equity,KEX US Equity,3147,3147,BBG000BMQCP6 FIGI,KIRBY CORP,KIRBY CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Marine,4597980000,404697.3226,1,77.8,0,0,,0,Equity,BBG000BMQCP6 FIGI,S5INDU Index,77.8,0,1,0,0,0,0,4597980000,Mid,0.147381751,928076.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Wk Kellogg Co,KLG US,MORRIS,WK Kellogg Co,KLG US Equity,-6978.0,14.17,-5442.84,EQUITIES,-98878.26,1,KLG US Equity,KLG US Equity,224509,224509,BBG018CYVVW5 FIGI,WK KELLOGG CO,WK KELLOGG CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Staples,Food Products,1213400000,1119055.548,1,14.17,0,0,,0,Equity,BBG018CYVVW5 FIGI,S5CONS Index,14.17,0,1,0,0,0,0,1213400000,Small,0.031178077,-98878.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Kulicke and Soffa Industries Inc,KLIC US,MIXTER,Kulicke and Soffa Industries Inc,KLIC US Equity,-4896.0,51.66,-4161.6,EQUITIES,-252927.36,1,KLIC US Equity,KLIC US Equity,4683,4683,BBG000BMTX31 FIGI,KULICKE & SOFFA INDUSTRIES,KULICKE & SOFFA INDUSTRIES,Common Stock,Common Stock,SINGAPORE,USD,1,Information Technology,Semiconductors & Semiconductor,2930160000,425143.5484,1,51.66,0,0,,0,Equity,BBG000BMTX31 FIGI,S5INFT Index,51.66,0,1,0,0,0,0,2930160000,Mid,0.057580552,-252927.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Kroger Co,KR US,MORRIS,Kroger Co,KR US Equity,-3968.0,45.97,317.44,EQUITIES,-182408.96,1,KR US Equity,KR US Equity,345.00,345.00,BBG000BMY992 FIGI,KROGER CO,KROGER CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Staples,Food & Staples Retailing,33071900000,5109738.484,1,45.97,0,0,,0,Equity,BBG000BMY992 FIGI,S5CONS Index,45.97,0,1,0,0,0,0,33071900000,Large,0.003882782,-182408.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Kroger Co,KR US,YELLIN,Kroger Co,KR US Equity,-3968.0,45.97,317.44,EQUITIES,-182408.96,1,KR US Equity,KR US Equity,345,345,BBG000BMY992 FIGI,KROGER CO,KROGER CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Staples,Food & Staples Retailing,33071900000,5109738.484,1,45.97,0,0,,0,Equity,BBG000BMY992 FIGI,S5CONS Index,45.97,0,1,0,0,0,0,33071900000,Large,0.003882782,-182408.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Kohls Corp,KSS US,ANY,Kohls Corp,KSS US Equity,-6174.0,27.17,-4507.02,EQUITIES,-167747.58,1,KSS US Equity,KSS US Equity,347,347,BBG000CS7CT9 FIGI,KOHLS CORP,KOHLS CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Multiline Retail,3008050000,5585087.097,1,27.17,0,0,,0,Equity,BBG000CS7CT9 FIGI,S5COND Index,27.17,0,1,0,0,0,0,3008050000,Mid,0.005527219,-167747.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Bath & Body Works Inc,BBWI US,MORRIS,Bath & Body Works Inc,BBWI US Equity,-2624.0,45.65,-2466.56,EQUITIES,-119785.60,1,BBWI US Equity,BBWI US Equity,3171,3171,BBG000BNGTQ7 FIGI,L BRANDS INC,L BRANDS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,10314190000,3401711.355,1,45.65,0,0,,0,Equity,BBG000BNGTQ7 FIGI,S5COND Index,45.65,0,1,0,0,0,0,10314190000,Large,0.003856882,-119785.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Bath & Body Works Inc,BBWI US,NEWKIRK,Bath & Body Works Inc,BBWI US Equity,-2624.0,45.65,-2466.56,EQUITIES,-119785.60,1,BBWI US Equity,BBWI US Equity,3171,3171,BBG000BNGTQ7 FIGI,L BRANDS INC,L BRANDS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,10314190000,3401711.355,1,45.65,0,0,,0,Equity,BBG000BNGTQ7 FIGI,S5COND Index,45.65,0,1,0,0,0,0,10314190000,Large,0.003856882,-119785.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Bloom Energy Corp,BE US,MIXTER,Bloom Energy Corp,BE US Equity,-5805.5,13.89,-696.66,EQUITIES,-80638.40,1,BE US Equity,BE US Equity,6782,6782,BBG000N7KBZ3 FIGI,BLOOM ENERGY CORP- A,BLOOM ENERGY CORP- A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,3112040000,4206576.484,1,13.89,0,0,,0,Equity,BBG000N7KBZ3 FIGI,S5INDU Index,13.89,0,1,0,0,0,0,3112040000,Mid,0.006900505,-80638.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Bloom Energy Corp,BE US,YELLIN,Bloom Energy Corp,BE US Equity,-5805.5,13.89,-696.66,EQUITIES,-80638.40,1,BE US Equity,BE US Equity,6782,6782,BBG000N7KBZ3 FIGI,BLOOM ENERGY CORP- A,BLOOM ENERGY CORP- A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,3112040000,4206576.484,1,13.89,0,0,,0,Equity,BBG000N7KBZ3 FIGI,S5INDU Index,13.89,0,1,0,0,0,0,3112040000,Mid,0.006900505,-80638.395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,BJ's Restaurants Inc,BJRI US,MORRIS,BJ's Restaurants Inc,BJRI US Equity,11847.0,33.24,9359.13,EQUITIES,393794.28,1,BJRI US Equity,BJRI US Equity,3835,3835,BBG000H9LNX1 FIGI,BJ'S RESTAURANTS INC,BJ'S RESTAURANTS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",772400000,336532.8065,1,33.24,0,0,,0,Equity,BBG000H9LNX1 FIGI,S5COND Index,33.24,0,1,0,0,0,0,772400000,Small,0.176015529,393794.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Blink Charging Co,BLNK US,MIXTER,Blink Charging Co,BLNK US Equity,-1836.0,3.03,-385.56,EQUITIES,-5563.08,1,BLNK US Equity,BLNK US Equity,64805,64805,BBG000F9XKN7 FIGI,BLINK CHARGING CO,BLINK CHARGING CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,204250000,9901090.484,1,3.03,0,0,,0,Equity,BBG000F9XKN7 FIGI,S5COND Index,3.03,0,1,0,0,0,0,204250000,Small,0.000927171,-5563.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Blink Charging Co,BLNK US,YELLIN,Blink Charging Co,BLNK US Equity,-1836.0,3.03,-385.56,EQUITIES,-5563.08,1,BLNK US Equity,BLNK US Equity,64805,64805,BBG000F9XKN7 FIGI,BLINK CHARGING CO,BLINK CHARGING CO,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,204250000,9901090.484,1,3.03,0,0,,0,Equity,BBG000F9XKN7 FIGI,S5COND Index,3.03,0,1,0,0,0,0,204250000,Small,0.000927171,-5563.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Dutch Bros Inc,BROS US,MORRIS,Dutch Bros Inc,BROS US Equity,-1767.5,29.69,2509.85,EQUITIES,-52477.08,1,BROS US Equity,BROS US Equity,129357,129357,BBG000BT1XR0 FIGI,BROAD OAKS SECURITIES INC,BROAD OAKS SECURITIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",,0,1,29.69,0,0,,0,Equity,BBG000BT1XR0 FIGI,S5COND Index,29.69,0,1,0,0,0,0,0,Misc,0,-52477.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Dutch Bros Inc,BROS US,NEWKIRK,Dutch Bros Inc,BROS US Equity,-1767.5,29.69,2509.85,EQUITIES,-52477.08,1,BROS US Equity,BROS US Equity,129357,129357,BBG000BT1XR0 FIGI,BROAD OAKS SECURITIES INC,BROAD OAKS SECURITIES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",,0,1,29.69,0,0,,0,Equity,BBG000BT1XR0 FIGI,S5COND Index,29.69,0,1,0,0,0,0,0,Misc,0,-52477.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Burlington Stores Inc,BURL US,MORRIS,BURLINGTON STORES INC,BURL US Equity,2398.5,193.95,9354.15,EQUITIES,465189.08,1,BURL US Equity,BURL US Equity,631,631,BBG004S641N5 FIGI,BURLINGTON STORES INC,BURLINGTON STORES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,12514670000,1112127.194,1,193.95,0,0,,0,Equity,BBG004S641N5 FIGI,S5COND Index,193.95,0,1,0,0,0,0,12514670000,Large,0.010783389,465189.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Burlington Stores Inc,BURL US,NEWKIRK,BURLINGTON STORES INC,BURL US Equity,2398.5,193.95,9354.15,EQUITIES,465189.08,1,BURL US Equity,BURL US Equity,631,631,BBG004S641N5 FIGI,BURLINGTON STORES INC,BURLINGTON STORES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,12514670000,1112127.194,1,193.95,0,0,,0,Equity,BBG004S641N5 FIGI,S5COND Index,193.95,0,1,0,0,0,0,12514670000,Large,0.010783389,465189.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Blackstone Mortgage Trust Inc,BXMT US,FROJMOVICH,Blackstone Mortgage Trust Inc,BXMT US Equity,-2008.0,21.63,-803.2,EQUITIES,-43433.04,1,BXMT US Equity,BXMT US Equity,43,43,BBG000BGKJ70 FIGI,BLACKSTONE MORTGAGE TRU-CL A,BLACKSTONE MORTGAGE TRU-CL A,REIT,REIT,UNITED STATES,USD,1,Financials,Mortgage Real Estate Investmen,3726800000,3182748.613,1,21.63,0,0,,0,Equity,BBG000BGKJ70 FIGI,S5FINL Index,21.63,0,1,0,0,0,0,3726800000,Mid,0.003154506,-43433.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Blackstone Mortgage Trust Inc,BXMT US,NEWKIRK,Blackstone Mortgage Trust Inc,BXMT US Equity,-2008.0,21.63,-803.2,EQUITIES,-43433.04,1,BXMT US Equity,BXMT US Equity,43,43,BBG000BGKJ70 FIGI,BLACKSTONE MORTGAGE TRU-CL A,BLACKSTONE MORTGAGE TRU-CL A,REIT,REIT,UNITED STATES,USD,1,Financials,Mortgage Real Estate Investmen,3726800000,3182748.613,1,21.63,0,0,,0,Equity,BBG000BGKJ70 FIGI,S5FINL Index,21.63,0,1,0,0,0,0,3726800000,Mid,0.003154506,-43433.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Credit Acceptance Corp,CACC US,FROJMOVICH,Credit Acceptance Corp,CACC US Equity,-293.0,539.39,-1500.16,EQUITIES,-158041.27,1,CACC US Equity,CACC US Equity,3598,3598,BBG000CS0D96 FIGI,CREDIT ACCEPTANCE CORP,CREDIT ACCEPTANCE CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Consumer Finance,6778330000,61645.09677,1,539.39,0,0,,0,Equity,BBG000CS0D96 FIGI,S5FINL Index,539.39,0,1,0,0,0,0,6778330000,Mid,0.023765069,-158041.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Caleres Inc,CAL US,MORRIS,Caleres Inc,CAL US Equity,-2176.0,30.14,-1436.16,EQUITIES,-65584.64,1,CAL US Equity,CAL US Equity,3619,3619,BBG000CYSFS7 FIGI,CALERES INC,CALERES INC,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1070040000,388207.5161,1,30.14,0,0,,0,Equity,BBG000CYSFS7 FIGI,S5COND Index,30.14,0,1,0,0,0,0,1070040000,Small,0.028026248,-65584.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Carrier Global Corp,CARR US,YELLIN,CARRIER GLOBAL CORP,CARR US Equity,-3939.0,56.42,-2757.3,EQUITIES,-222238.38,1,CARR US Equity,CARR US Equity,47021,47021,BBG00RP5HYS8 FIGI,CARRIER GLOBAL CORP,CARRIER GLOBAL CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Machinery,50645730000,3581163.548,1,56.42,0,0,,0,Equity,BBG00RP5HYS8 FIGI,S5INDU Index,56.42,0,1,0,0,0,0,50645730000,Large,0.005499609,-222238.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,ChargePoint Holdings Inc,CHPT US,MIXTER,ChargePoint Holdings Inc,CHPT US Equity,-7633.0,2.23,0,EQUITIES,-17021.59,1,CHPT US Equity,CHPT US Equity,70465,70465,BBG00Q741Z16 FIGI,CHARGEPOINT HOLDINGS INC,CHARGEPOINT HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,932140000,18840234.87,1,2.23,0,0,,0,Equity,BBG00Q741Z16 FIGI,S5INDU Index,2.23,0,1,0,0,0,0,932140000,Small,0.002025718,-17021.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,ChargePoint Holdings Inc,CHPT US,YELLIN,ChargePoint Holdings Inc,CHPT US Equity,-7633.0,2.23,0,EQUITIES,-17021.59,1,CHPT US Equity,CHPT US Equity,70465,70465,BBG00Q741Z16 FIGI,CHARGEPOINT HOLDINGS INC,CHARGEPOINT HOLDINGS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,932140000,18840234.87,1,2.23,0,0,,0,Equity,BBG00Q741Z16 FIGI,S5INDU Index,2.23,0,1,0,0,0,0,932140000,Small,0.002025718,-17021.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Clean Harbors Inc,CLH US,YANOVER,Clean Harbors Inc,CLH US Equity,5007.0,167.23,12667.71,EQUITIES,837320.61,1,CLH US Equity,CLH US Equity,2892,2892,BBG000BFRRX8 FIGI,CLEAN HARBORS INC,CLEAN HARBORS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Commercial Services & Supplies,9044850000,335824,1,167.23,0,0,,0,Equity,BBG000BFRRX8 FIGI,S5INDU Index,167.23,0,1,0,0,0,0,9044850000,Mid,0.074547978,837320.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Capital One Financial Corp,COF US,FROJMOVICH,Capital One Financial Corp,COF US Equity,-682.0,133.71,-879.78,EQUITIES,-91190.22,1,COF US Equity,COF US Equity,62,62,BBG000BGKTF9 FIGI,CAPITAL ONE FINANCIAL CORP,CAPITAL ONE FINANCIAL CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Consumer Finance,50923020000,2581865.935,1,133.71,0,0,,0,Equity,BBG000BGKTF9 FIGI,S5FINL Index,133.71,0,1,0,0,0,0,50923020000,Large,0.00132075,-91190.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Capital One Financial Corp,COF US,YELLIN,Capital One Financial Corp,COF US Equity,-682.0,133.71,-879.78,EQUITIES,-91190.22,1,COF US Equity,COF US Equity,62,62,BBG000BGKTF9 FIGI,CAPITAL ONE FINANCIAL CORP,CAPITAL ONE FINANCIAL CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Financials,Consumer Finance,50923020000,2581865.935,1,133.71,0,0,,0,Equity,BBG000BGKTF9 FIGI,S5FINL Index,133.71,0,1,0,0,0,0,50923020000,Large,0.00132075,-91190.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Canadian Pacific Kansas City Ltd,CP US,YELLIN,Canadian Pacific Kansas City Ltd,CP US Equity,14869.0,78.91,4163.32,EQUITIES,1173312.79,1,CP US Equity,CP US Equity,5615,5615,BBG000BCVMH9 FIGI,CANADIAN PACIFIC RAILWAY LTD,CANADIAN PACIFIC RAILWAY LTD,Common Stock,Common Stock,CANADA,USD,1,Industrials,Road & Rail,73535840000,2419037.968,1,78.91,0,0,,0,Equity,BBG000BCVMH9 FIGI,S5INDU Index,78.91,0,1,0,0,0,0,73535840000,Large,0.030733292,1173312.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Cisco Systems Inc,CSCO US,MIXTER,Cisco Systems Inc,CSCO US Equity,-2626.0,50.46,-971.62,EQUITIES,-132507.96,1,CSCO US Equity,CSCO US Equity,3500,3500,BBG000C3J3C9 FIGI,CISCO SYSTEMS INC,CISCO SYSTEMS INC,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Communications Equipment,2.05043E+11,18673382.26,1,50.46,0,0,,0,Equity,BBG000C3J3C9 FIGI,S5INFT Index,50.46,0,1,0,0,0,0,2.05043E+11,Mega,0.00070314,-132507.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Arbor Realty Trust Inc,ABR US,YELLIN,Arbor Realty Trust Inc,ABR US Equity,-4742.0,14.68,-569.04,EQUITIES,-69612.56,1,ABR US Equity,ABR US Equity,6374,6374,BBG000KMVDV1 FIGI,ARBOR REALTY TRUST INC,ARBOR REALTY TRUST INC,REIT,REIT,UNITED STATES,USD,1,Financials,Mortgage Real Estate Investmen,3006390000,4861833.516,1,14.68,0,0,,0,Equity,BBG000KMVDV1 FIGI,S5FINL Index,14.68,0,1,0,0,0,0,3006390000,Mid,0.004876761,-69612.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Arcosa Inc,ACA US,YANOVER,Arcosa Inc,ACA US Equity,10096.5,79.32,9591.675,EQUITIES,800854.38,1,ACA US Equity,ACA US Equity,7828,7828,BBG00JGMWFM9 FIGI,ARCOSA INC,ARCOSA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Construction & Engineering,3867640000,209409.9032,1,79.32,0,0,,0,Equity,BBG00JGMWFM9 FIGI,S5INDU Index,79.32,0,1,0,0,0,0,3867640000,Mid,0.241070261,800854.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Arcosa Inc,ACA US,YELLIN,Arcosa Inc,ACA US Equity,10096.5,79.32,9591.675,EQUITIES,800854.38,1,ACA US Equity,ACA US Equity,7828,7828,BBG00JGMWFM9 FIGI,ARCOSA INC,ARCOSA INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Construction & Engineering,3867640000,209409.9032,1,79.32,0,0,,0,Equity,BBG00JGMWFM9 FIGI,S5INDU Index,79.32,0,1,0,0,0,0,3867640000,Mid,0.241070261,800854.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Acv Auctions Inc,ACVA US,MAINA,ACV Auctions Inc,ACVA US Equity,15385.0,13.76,5230.9,EQUITIES,211697.60,1,ACVA US Equity,ACVA US Equity,101966,101966,BBG00G5JGQ66 FIGI,ACV AUCTIONS INC-A,ACV AUCTIONS INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Commercial Services & Supplies,2221400000,1028168.871,1,13.76,0,0,,0,Equity,BBG00G5JGQ66 FIGI,S5INDU Index,13.76,0,1,0,0,0,0,2221400000,Mid,0.074817476,211697.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1/8/2024,CRM LS Opps,Acv Auctions Inc,ACVA US,NEWKIRK,ACV Auctions Inc,ACVA US Equity,15385.0,13.76,5230.9,EQUITIES,211697.60,1,ACVA US Equity,ACVA US Equity,101966,101966,BBG00G5JGQ66 FIGI,ACV AUCTIONS INC-A,ACV AUCTIONS INC-A,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Commercial Services & Supplies,2221400000,1028168.871,1,13.76,0,0,,0,Equity,BBG00G5JGQ66 FIGI,S5INDU Index,13.76,0,1,0,0,0,0,2221400000,Mid,0.074817476,211697.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
