TradeDate,FundName,Description,Ticker,ISIN,CUSIP,BBYellowKey,Quantity,MarketPrice,TotalPL,Type,MarketValue,NetAssetValue,CalcSID,SID,SecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,CRNCY,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,VaRExposure,BetaExposure,NotionalExposure,Equity,Size(L-S),Valuation(G-V),BondAgg,BondHY,Momentum,Oil,Gold,Commodity,IntlEquity,EMEquity,DollarIndex,Volatility,10YRRates,ConsDisc,ConsStap,Energy,Financials,HealthCare,Industrials,Tech,Materials,RealEstate,Telecom,Utilities,Crowdedness,Short Interest,Cyclicality,Leverage,Profitability,EarningsVariability,DividendYield,Software,Hardware,Semiconductors,Internet,NotionalMV,Volatility,Correlation,Client
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 955,NVDA  240405C00955000,US67066G1040,67066G104,,7,0.06,-532.06,OPTION CALLS,42,,NVDA  240405C00955000 Equity,NVDA  240405C00955000 Equity,289973,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,955,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.06,1.113342327,0.005390467,0.000436889,0.003753093,0.004914054,-0.547478609,2.14763E+12,Mega,6.10733E-05,3241.47642,7617.316771,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,42,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 960,NVDA  240405C00960000,US67066G1040,67066G104,,7,0.06,-98,OPTION CALLS,42,,NVDA  240405C00960000 Equity,NVDA  240405C00960000 Equity,289931,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,960,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.06,1.161795328,0.005187002,0.000404583,0.003475569,0.00474873,-0.552083145,2.14763E+12,Mega,6.10733E-05,3119.125614,7329.798144,601335,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,42,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 970,NVDA  240405C00970000,US67066G1040,67066G104,,11,0.045,-88,OPTION CALLS,49.5,,NVDA  240405C00970000 Equity,NVDA  240405C00970000 Equity,289932,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,970,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.045,1.220011024,0.003812174,0.000292626,0.002513805,0.003606761,-0.440328273,2.14763E+12,Mega,9.59723E-05,3602.33276,8465.312157,944955,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,49.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 975,NVDA  240405C00975000,US67066G1040,67066G104,,19,0.04,-133,OPTION CALLS,76,,NVDA  240405C00975000 Equity,NVDA  240405C00975000 Equity,289781,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,975,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.04,1.251043923,0.003343744,0.000253682,0.002179256,0.00320629,-0.401393207,2.14763E+12,Mega,0.00016577,5457.642487,12825.20255,1632195,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,76,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 980,NVDA  240405C00980000,US67066G1040,67066G104,,19,0.025,-114,OPTION CALLS,47.5,,NVDA  240405C00980000 Equity,NVDA  240405C00980000 Equity,289735,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,980,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.025,1.23916976,0.002185888,0.000174489,0.001498945,0.002184432,-0.270871508,2.14763E+12,Mega,0.00016577,3567.794941,8384.149911,1632195,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,47.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 985,NVDA  240405C00985000,US67066G1040,67066G104,,-159,0.025,992.99,OPTION CALLS,-397.5,,NVDA  240405C00985000 Equity,NVDA  240405C00985000 Equity,290173,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,985,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.025,1.282263278,0.002118693,0.000163918,0.001408135,0.002123456,-0.272466945,2.14763E+12,Mega,0.001387237,-28939.0006,-68005.28709,-13658895,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-397.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 CALL 990,NVDA  240405C00990000,US67066G1040,67066G104,,-1,0.03,5.79,OPTION CALLS,-3,,NVDA  240405C00990000 Equity,NVDA  240405C00990000 Equity,290107,BBG000BBJQV0,April 24 Calls on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,990,0.001369,2024-04-05,0.0025,Call,BBG000BBJQV0 FIGI,S5INFT Index,0.03,1.347533793,0.002396718,0.000174412,0.001498289,0.002374418,-0.320176455,2.14763E+12,Mega,8.72476E-06,-205.8900904,-483.8320058,-85905,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-3,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 685,NVDA  240405P00685000,US67066G1040,67066G104,,-55,0.03,-110,OPTION PUTS,-165,,NVDA  240405P00685000 Equity,NVDA  240405P00685000 Equity,289475,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,685,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.03,2.0953225,-0.001542244,7.51489E-05,0.000645567,0.001590794,-0.338215354,2.14763E+12,Mega,0.000479862,7286.757054,17123.53555,4724775,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-165,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 690,NVDA  240405P00690000,US67066G1040,67066G104,,-139,0.035,-417,OPTION PUTS,-486.5,,NVDA  240405P00690000 Equity,NVDA  240405P00690000 Equity,289476,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,690,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.035,2.062167896,-0.001805917,8.81603E-05,0.000757341,0.001836697,-0.383711575,2.14763E+12,Mega,0.001212741,21564.08222,50674.5766,11940795,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-486.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 695,NVDA  240405P00695000,US67066G1040,67066G104,,-266,0.035,-798,OPTION PUTS,-931,,NVDA  240405P00695000 Equity,NVDA  240405P00695000 Equity,289477,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,695,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.035,1.999741876,-0.001859091,9.33432E-05,0.000801865,0.001885806,-0.382099341,2.14763E+12,Mega,0.002320786,42481.58903,99829.73146,22850730,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-931,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 700,NVDA  240405P00700000,US67066G1040,67066G104,,-833,0.025,-416.5,OPTION PUTS,-2082.5,,NVDA  240405P00700000 Equity,NVDA  240405P00700000 Equity,289478,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,700,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.025,1.879211858,-0.001443572,7.88861E-05,0.000677671,0.001497671,-0.286407365,2.14763E+12,Mega,0.007267724,103300.4064,242751.085,71558865,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,-2082.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 705,NVDA  240405P00705000,US67066G1040,67066G104,,205,0.03,410,OPTION PUTS,615,,NVDA  240405P00705000 Equity,NVDA  240405P00705000 Equity,289715,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,705,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.03,1.84925629,-0.001735446,9.4814E-05,0.0008145,0.001771373,-0.332597044,2.14763E+12,Mega,0.001788575,-30562.12165,-71819.54505,-17610525,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,615,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 710,NVDA  240405P00710000,US67066G1040,67066G104,,13,0.045,30.13,OPTION PUTS,58.5,,NVDA  240405P00710000 Equity,NVDA  240405P00710000 Equity,290082,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,710,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.045,1.858616411,-0.002512012,0.000131942,0.00113345,0.002477503,-0.465610941,2.14763E+12,Mega,0.000113422,-2805.327408,-6592.387155,-1116765,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,58.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 720,NVDA  240405P00720000,US67066G1040,67066G104,,2,0.055,4.64,OPTION PUTS,11,,NVDA  240405P00720000 Equity,NVDA  240405P00720000 Equity,290083,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,720,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.055,1.769202546,-0.003164556,0.000170714,0.001466518,0.003051313,-0.545091947,2.14763E+12,Mega,1.74495E-05,-543.7023463,-1277.674881,-171810,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,11,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 725,NVDA  240405P00725000,US67066G1040,67066G104,,77,0.045,101.49,OPTION PUTS,346.5,,NVDA  240405P00725000 Equity,NVDA  240405P00725000 Equity,290084,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,725,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.045,1.672021047,-0.002774143,0.000160424,0.001378124,0.002709891,-0.458334275,2.14763E+12,Mega,0.000671806,-18350.08301,-43121.82996,-6614685,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,346.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 735,NVDA  240405P00735000,US67066G1040,67066G104,,77,0.06,217.76,OPTION PUTS,462,,NVDA  240405P00735000 Equity,NVDA  240405P00735000 Equity,290085,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,735,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.06,1.595426667,-0.003775345,0.00022183,0.001905631,0.003575506,-0.575817047,2.14763E+12,Mega,0.000671806,-24972.71594,-58684.70514,-6614685,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,462,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 745,NVDA  240405P00745000,US67066G1040,67066G104,,77,0.085,247.02,OPTION PUTS,654.5,,NVDA  240405P00745000 Equity,NVDA  240405P00745000 Equity,290100,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,745,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.085,1.527453984,-0.005405842,0.00031925,0.002742518,0.004926512,-0.758046712,2.14763E+12,Mega,0.000671806,-35757.94228,-84029.47858,-6614685,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,654.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 750,NVDA  240405P00750000,US67066G1040,67066G104,,77,0.1,216.99,OPTION PUTS,770,,NVDA  240405P00750000 Equity,NVDA  240405P00750000 Equity,290101,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,750,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.1,1.49083281,-0.00641056,0.00038048,0.003268516,0.005730617,-0.859976338,2.14763E+12,Mega,0.000671806,-42403.83834,-99647.02099,-6614685,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,770,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 775,NVDA  240405P00775000,US67066G1040,67066G104,,31,0.185,79.61,OPTION PUTS,573.5,,NVDA  240405P00775000 Equity,NVDA  240405P00775000 Equity,290102,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,775,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.185,1.263469832,-0.013008291,0.000834024,0.007164684,0.010645935,-1.351160094,2.14763E+12,Mega,0.000270468,-34641.79555,-81406.58639,-2663055,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,573.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 800,NVDA  240405P00800000,US67066G1040,67066G104,,45,0.365,-1745.59,OPTION PUTS,1642.5,,NVDA  240405P00800000 Equity,NVDA  240405P00800000 Equity,289489,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,800,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,0.365,1.023580092,-0.02875417,0.002019013,0.017344334,0.020878598,-2.143746717,2.14763E+12,Mega,0.000392614,-111155.7148,-261210.6894,-3865725,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,1642.5,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 840,NVDA  240405P00840000,US67066G1040,67066G104,,16,3.125,6037.44,OPTION PUTS,5000,,NVDA  240405P00840000 Equity,NVDA  240405P00840000 Equity,289929,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,840,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,3.125,0.786209552,-0.216062468,0.011725971,0.100731956,0.093138121,-7.331684933,2.14763E+12,Mega,0.000139596,-296973.5413,-697873.8215,-1374480,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,5000,0.02681814,0.620294423,FirmLevel
4/4/2024,"Dipsea Capital Fund, LP",NVDA 04/05/2024 PUT 855,NVDA  240405P00855000,US67066G1040,67066G104,,8,7.55,6974.78,OPTION PUTS,6040,,NVDA  240405P00855000 Equity,NVDA  240405P00855000 Equity,290126,BBG000BBJQV0,April 24 Puts on NVDA US,NVIDIA CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,2.14763E+12,57308177.13,100,859.05,855,0.001369,2024-04-05,0.0025,Put,BBG000BBJQV0 FIGI,S5INFT Index,7.55,0.74611215,-0.426571997,0.016536561,0.142057331,0.124649245,-9.309389016,2.14763E+12,Mega,6.97981E-05,-293157.3395,-688905.9272,-687240,2.349952856,0.953466527,1.88871354,-0.57079537,-1.324043992,2.887064309,-0.032277799,-0.539180917,-0.05885665,-0.108044377,-0.13160026,0.682411405,-2.74619585,-0.532414226,-0.504615968,-1.399802021,-0.728769386,-1.885283367,-1.09738092,-2.046730804,2.556732778,-1.531162711,-0.96738098,0.24990652,-1.010706878,-1.022911202,-0.402710412,1.697748635,-5.338188938,4.496000972,-1.679558348,-1.042234654,0.599562431,-0.311446957,1.404230872,-5.026498167,6040,0.02681814,0.620294423,FirmLevel
