TradeDate,FundName,Description,Ticker,ISIN,Cost,BBYellowKey,Quantity,MarketPrice,DailyPL,Type,MarketValue,NAV,CalcSID,SID,SecID,UndlSecID,UnderlierTicker,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,Currency,FXRate,Sector,Industry,MarketCap,AvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,Exposure
2/21/2024,RPMF,GS US 02/23/24 P390,GS 02/23/24 P390,Strat,12522.47,GS 02/23/24 P390 Equity,10,4.05,-2725,Equity Option,4050,1,GS 02/23/24 P390 Equity,GS 02/23/24 P390 Equity,277542,310,BBG000C6CFJ5,February 24 Puts on GS US,GOLDMAN SACHS GROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.31105E+11,2348983.806,100,388.27,390,0.005479,2024-02-23,0.02,Put,BBG000C6CFJ5 FIGI,S5FINL Index,4.05,0.272785027,-0.581079514,0.049832198,0.193483477,0.112279262,-0.774548809,1.31105E+11,Large,0.00212858,-225615.7429
2/21/2024,RPMF,GS US 02/23/24 P405,GS 02/23/24 P405,Strat,11289.01,GS 02/23/24 P405 Equity,8,17.95,-2740,Equity Option,14360,1,GS 02/23/24 P405 Equity,GS 02/23/24 P405 Equity,277355,310,BBG000C6CFJ5,February 24 Puts on GS US,GOLDMAN SACHS GROUP INC,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,1.31105E+11,2348983.806,100,388.27,405,0.005479,2024-02-23,0.02,Put,BBG000C6CFJ5 FIGI,S5FINL Index,17.95,0.550481928,-0.84429304,0.015107004,0.058655963,0.068689503,-0.948629638,1.31105E+11,Large,0.001702864,-262250.927
2/21/2024,INDMF,HUBG US 07/19/24 C47.5,HUBG 07/19/24 C47.5,NED,14630.76,HUBG 07/19/24 C47.5 Equity,37,1.95,92.5,Equity Option,7215,1,HUBG 07/19/24 C47.5 Equity,HUBG 07/19/24 C47.5 Equity,265617,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,47.5,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,1.95,0.294251078,0.378380607,0.046315866,0.020226139,0.106098062,-0.011274905,2749410000,Mid,0.04324904,61138.36015
2/21/2024,INDSH,HUBG US 07/19/24 C47.5,HUBG 07/19/24 C47.5,NED,88092.54,HUBG 07/19/24 C47.5 Equity,278,1.95,695,Equity Option,54210,1,HUBG 07/19/24 C47.5 Equity,HUBG 07/19/24 C47.5 Equity,265617,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,47.5,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,1.95,0.294251121,0.378380635,0.046315861,0.020226136,0.106098065,-0.011274907,2749410000,Mid,0.324952245,459363.9284
2/21/2024,TBMF,HUBG US 07/19/24 C47.5,HUBG 07/19/24 C47.5,NED,1695.44,HUBG 07/19/24 C47.5 Equity,6,1.95,15,Equity Option,1170,1,HUBG 07/19/24 C47.5 Equity,HUBG 07/19/24 C47.5 Equity,265617,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,47.5,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,1.95,0.29425104,0.378380583,0.046315871,0.020226141,0.10609806,-0.011274904,2749410000,Mid,0.007013358,9914.328025
2/21/2024,INTERVALMASTERFUND,HUBG US 07/19/24 C47.5,HUBG 07/19/24 C47.5,NED,1450.1,HUBG 07/19/24 C47.5 Equity,5,1.95,12.5,Equity Option,975,1,HUBG 07/19/24 C47.5 Equity,HUBG 07/19/24 C47.5 Equity,265617,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,47.5,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,1.95,0.294251108,0.378380627,0.046315862,0.020226137,0.106098064,-0.011274907,2749410000,Mid,0.005844465,8261.940984
2/21/2024,INTERVALMASTERFUND,HUBG US 07/19/24 C60,HUBG 07/19/24 C60,NED,-173.95,HUBG 07/19/24 C60 Equity,-5,2.425,12.5,Equity Option,-1212.5,1,HUBG 07/19/24 C60 Equity,HUBG 07/19/24 C60 Equity,265640,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,60,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,2.425,0.614158948,0.276728597,0.01953197,0.008529611,0.093387002,-0.019775773,2749410000,Mid,0.005844465,-6042.368917
2/21/2024,TBMF,HUBG US 07/19/24 C60,HUBG 07/19/24 C60,NED,-187.39,HUBG 07/19/24 C60 Equity,-6,2.425,15,Equity Option,-1455,1,HUBG 07/19/24 C60 Equity,HUBG 07/19/24 C60 Equity,265640,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,60,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,2.425,0.61415899,0.27672862,0.019531969,0.008529611,0.093387005,-0.019775775,2749410000,Mid,0.007013358,-7250.8433
2/21/2024,INDSH,HUBG US 07/19/24 C60,HUBG 07/19/24 C60,NED,-9482.6,HUBG 07/19/24 C60 Equity,-278,2.425,695,Equity Option,-67415,1,HUBG 07/19/24 C60 Equity,HUBG 07/19/24 C60 Equity,265640,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,60,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,2.425,0.614158916,0.27672858,0.01953197,0.008529612,0.093386999,-0.019775771,2749410000,Mid,0.324952245,-335955.691
2/21/2024,INDMF,HUBG US 07/19/24 C60,HUBG 07/19/24 C60,NED,-2516.44,HUBG 07/19/24 C60 Equity,-37,2.425,92.5,Equity Option,-8972.5,1,HUBG 07/19/24 C60 Equity,HUBG 07/19/24 C60 Equity,265640,3790,BBG000G9W6L0,July 24 Calls on HUBG US,HUB GROUP INC-CL A,Equity Option,Option,UNITED STATES,USD,1,Industrials,Air Freight & Logistics,2749410000,427755.1613,100,43.67,60,0.408219,2024-07-19,0.02,Call,BBG000G9W6L0 FIGI,S5INDU Index,2.425,0.61415893,0.276728588,0.01953197,0.008529611,0.093387,-0.019775772,2749410000,Mid,0.04324904,-44713.52846
2/21/2024,RPMF,HIG US 03/15/24 C95,HIG 03/15/24 C95,Strat,2917.04,HIG 03/15/24 C95 Equity,85,0.975,1275,Equity Option,8287.5,1,HIG 03/15/24 C95 Equity,HIG 03/15/24 C95 Equity,275932,316,BBG000G0Z878,March 24 Calls on HIG US,HARTFORD FINANCIAL SVCS GRP,Equity Option,Option,UNITED STATES,USD,1,Financials,Insurance,28035120000,1758318,100,93.92,95,0.063013,2024-03-15,0.02,Call,BBG000G0Z878 FIGI,S5FINL Index,0.975,0.14843919,0.39959683,0.110366104,0.103655845,0.091060622,-0.031388054,28035120000,Large,0.024170827,319006.1411
2/21/2024,ANSWY,HUBS US 03/15/24 C600,HUBS 03/15/24 C600,Strat,68189.35,HUBS 03/15/24 C600 Equity,29,17.85,-11745,Equity Option,51765,1,HUBS 03/15/24 C600 Equity,HUBS 03/15/24 C600 Equity,278204,3971,BBG000N7MZ06,March 24 Calls on HUBS US,HUBSPOT INC,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Software,29858930000,627321.6,100,589.23,600,0.063013,2024-03-15,0.02,Call,BBG000N7MZ06 FIGI,S5INFT Index,17.85,0.378301122,0.448288611,0.007069741,0.041657034,0.585114656,-0.494695589,29858930000,Large,0.023114141,766020.7849
2/21/2024,ANSWY,HUBS US 03/15/24 C660,HUBS 03/15/24 C660,Strat,-14852.03,HUBS 03/15/24 C660 Equity,-29,4.4,1015,Equity Option,-12760,1,HUBS 03/15/24 C660 Equity,HUBS 03/15/24 C660 Equity,278205,3971,BBG000N7MZ06,March 24 Calls on HUBS US,HUBSPOT INC,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Software,29858930000,627321.6,100,589.23,660,0.063013,2024-03-15,0.02,Call,BBG000N7MZ06 FIGI,S5INFT Index,4.4,0.40746621,0.147908792,0.003832539,0.022582468,0.341647314,-0.307167589,29858930000,Large,0.023114141,-252741.6633
2/21/2024,RPMF,IBKR US 03/15/24 C105,IBKR 03/15/24 C105,Strat,2280.4,IBKR 03/15/24 C105 Equity,15,3.025,1162.5,Equity Option,4537.5,1,IBKR 03/15/24 C105 Equity,IBKR 03/15/24 C105 Equity,277519,324,BBG000LV0836,March 24 Calls on IBKR US,INTERACTIVE BROKERS GRO-CL A,Equity Option,Option,UNITED STATES,USD,1,Financials,Capital Markets,44505980000,1384262.968,100,105.06,105,0.063013,2024-03-15,0.02,Call,BBG000LV0836 FIGI,S5FINL Index,3.025,0.27859669,0.524382672,0.054196281,0.056938613,0.10501477,-0.06645534,44505980000,Large,0.005418046,82637.46523
2/21/2024,ANSWY,INTC US 02/23/24 C46,INTC 02/23/24 C46,Strat,135343.95,INTC 02/23/24 C46 Equity,1341,0.15,-59674.5,Equity Option,20115,1,INTC 02/23/24 C46 Equity,INTC 02/23/24 C46 Equity,273573,3445,BBG000C0G1D1,February 24 Calls on INTC US,INTEL CORP,Equity Option,Option,UNITED STATES,USD,1,Information Technology,Semiconductors & Semiconductor,1.83791E+11,43791896.19,100,43.47,46,0.005479,2024-02-23,0.02,Call,BBG000C0G1D1 FIGI,S5INFT Index,0.15,0.682991614,0.1375185,0.100053903,0.043493432,0.007075058,-0.121134433,1.83791E+11,Large,0.015311052,801640.3051
2/21/2024,INTERVALMASTERFUND,INVZ US 04/19/24 C2,INVZ 04/19/24 C2,Strat,5568.12,INVZ 04/19/24 C2 Equity,214,0.125,-1070,Equity Option,2675,1,INVZ 04/19/24 C2 Equity,INVZ 04/19/24 C2 Equity,231744,103540,BBG00DKCC5X1,April 24 Calls on INVZ US,INNOVIZ TECHNOLOGIES LTD,Equity Option,Option,ISRAEL,USD,1,Information Technology,"Electronic Equipment, Instrume",268770000,3400521.966,100,1.63,2,0.158904,2024-04-19,0.02,Call,BBG00DKCC5X1 FIGI,S5INFT Index,0.125,0.940725432,0.363342282,0.613990462,0.010008045,0.002438566,-0.002003209,268770000,Small,0.031465758,12674.10549
2/21/2024,TBMF,INVZ US 04/19/24 C2,INVZ 04/19/24 C2,Strat,6681.52,INVZ 04/19/24 C2 Equity,261,0.125,-1305,Equity Option,3262.5,1,INVZ 04/19/24 C2 Equity,INVZ 04/19/24 C2 Equity,231744,103540,BBG00DKCC5X1,April 24 Calls on INVZ US,INNOVIZ TECHNOLOGIES LTD,Equity Option,Option,ISRAEL,USD,1,Information Technology,"Electronic Equipment, Instrume",268770000,3400521.966,100,1.63,2,0.158904,2024-04-19,0.02,Call,BBG00DKCC5X1 FIGI,S5INFT Index,0.125,0.940727685,0.363342934,0.613989364,0.010008027,0.002438568,-0.002003214,268770000,Small,0.038376461,15457.69842
2/21/2024,RPMF,ITB US 03/01/24 P104,ITB 03/01/24 P104,Strat,7694.6,ITB 03/01/24 P104 Equity,30,2.025,-1619.6,Equity Option,6075,1,ITB 03/01/24 P104 Equity,ITB 03/01/24 P104 Equity,278940,5003,BBG000PB3SM8,March 24 Puts on ITB US,ISHARES U.S. HOME CONSTRUCTI,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,45131422000,2259851.367,100,103.1,104,0.024657,2024-03-01,0.02,Put,BBG000PB3SM8 FIGI,S5COND Index,2.025,0.241200873,-0.578290874,0.100191374,0.103297306,0.063338354,-0.087193455,45131422000,Large,0.006637605,-178865.3674
2/21/2024,RPMF,ITB US 03/01/24 P104.5,ITB 03/01/24 P104.5,Strat,3181.28,ITB 03/01/24 P104.5 Equity,12,2.325,-690,Equity Option,2790,1,ITB 03/01/24 P104.5 Equity,ITB 03/01/24 P104.5 Equity,278181,5003,BBG000PB3SM8,March 24 Puts on ITB US,ISHARES U.S. HOME CONSTRUCTI,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,45131422000,2259851.367,100,103.1,104.5,0.024657,2024-03-01,0.02,Put,BBG000PB3SM8 FIGI,S5COND Index,2.325,0.239808486,-0.627885086,0.09743226,0.100452661,0.061238549,-0.083636697,45131422000,Large,0.002655042,-77681.94281
2/21/2024,RPMF,ITB US 03/01/24 P96,ITB 03/01/24 P96,Strat,-819.63,ITB 03/01/24 P96 Equity,-43,0.125,333.93,Equity Option,-537.5,1,ITB 03/01/24 P96 Equity,ITB 03/01/24 P96 Equity,278180,5003,BBG000PB3SM8,March 24 Puts on ITB US,ISHARES U.S. HOME CONSTRUCTI,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Household Durables,45131422000,2259851.367,100,103.1,96,0.024657,2024-03-01,0.02,Put,BBG000PB3SM8 FIGI,S5COND Index,0.125,0.297605908,-0.059292004,0.024495459,0.025254818,0.019106656,-0.036506856,45131422000,Large,0.0095139,26285.92433
2/21/2024,RPMF,IWM US 02/23/24 P198,IWM 02/23/24 P198,Strat,1808.21,IWM 02/23/24 P198 Equity,8,1.76,-400.21,Equity Option,1408,1,IWM 02/23/24 P198 Equity,IWM 02/23/24 P198 Equity,278226,332,BBG000CGC9C4,February 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,198,0.005479,2024-02-23,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,1.76,0.297794392,-0.499105088,0.09143411,0.180984678,0.058451167,-0.44053503,3761552000,Mid,9.33846E-05,-79034.28893
2/21/2024,TBMF,IWM US 03/01/24 C200,IWM 03/01/24 C200,Strat,7739.95,IWM 03/01/24 C200 Equity,28,2.01,-2240,Equity Option,5628,1,IWM 03/01/24 C200 Equity,IWM 03/01/24 C200 Equity,278238,332,BBG000CGC9C4,March 24 Calls on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,200,0.024657,2024-03-01,0.02,Call,BBG000CGC9C4 FIGI,SPX Index,2.01,0.231552208,0.400131085,0.053685527,0.106265132,0.120091844,-0.158719329,3761552000,Mid,0.000326846,221765.4517
2/21/2024,INTERVALMASTERFUND,IWM US 03/01/24 C200,IWM 03/01/24 C200,Strat,6357.82,IWM 03/01/24 C200 Equity,23,2.01,-1840,Equity Option,4623,1,IWM 03/01/24 C200 Equity,IWM 03/01/24 C200 Equity,278238,332,BBG000CGC9C4,March 24 Calls on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,200,0.024657,2024-03-01,0.02,Call,BBG000CGC9C4 FIGI,SPX Index,2.01,0.23155222,0.400131091,0.053685524,0.106265127,0.120091844,-0.158719338,3761552000,Mid,0.000268481,182164.4808
2/21/2024,INTERVALMASTERFUND,IWM US 03/01/24 C205,IWM 03/01/24 C205,Strat,33158.41,IWM 03/01/24 C205 Equity,90,0.68,-3915,Equity Option,6120,1,IWM 03/01/24 C205 Equity,IWM 03/01/24 C205 Equity,277908,332,BBG000CGC9C4,March 24 Calls on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,205,0.024657,2024-03-01,0.02,Call,BBG000CGC9C4 FIGI,SPX Index,0.68,0.232800215,0.176979447,0.035879565,0.071020012,0.080693382,-0.106248062,3761552000,Mid,0.001050577,315281.8063
2/21/2024,TBMF,IWM US 03/01/24 C205,IWM 03/01/24 C205,Strat,40895.38,IWM 03/01/24 C205 Equity,111,0.68,-4828.5,Equity Option,7548,1,IWM 03/01/24 C205 Equity,IWM 03/01/24 C205 Equity,277908,332,BBG000CGC9C4,March 24 Calls on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,205,0.024657,2024-03-01,0.02,Call,BBG000CGC9C4 FIGI,SPX Index,0.68,0.23280012,0.176979345,0.035879567,0.071020015,0.080693353,-0.106247981,3761552000,Mid,0.001295711,388847.3368
2/21/2024,RPMF,IWM US 03/01/24 P183,IWM 03/01/24 P183,Strat,-569.99,IWM 03/01/24 P183 Equity,-14,0.185,35,Equity Option,-259,1,IWM 03/01/24 P183 Equity,IWM 03/01/24 P183 Equity,277717,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,183,0.024657,2024-03-01,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.185,0.303846079,-0.046573154,0.010317734,0.020422922,0.030286237,-0.060632481,3761552000,Mid,0.000163423,12906.16609
2/21/2024,RPMF,IWM US 03/01/24 P200,IWM 03/01/24 P200,Strat,7134.07,IWM 03/01/24 P200 Equity,14,4.065,581,Equity Option,5691,1,IWM 03/01/24 P200 Equity,IWM 03/01/24 P200 Equity,277718,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,200,0.024657,2024-03-01,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,4.065,0.239337229,-0.596220222,0.052061057,0.103049656,0.120373422,-0.164322283,3761552000,Mid,0.000163423,-165222.1631
2/21/2024,INDMF,IWM US 03/15/24 P145,IWM 03/15/24 P145,NED,-784.44,IWM 03/15/24 P145 Equity,-39,0.045,0,Equity Option,-175.5,1,IWM 03/15/24 P145 Equity,IWM 03/15/24 P145 Equity,236563,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,145,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.045,0.501439845,-0.005455842,0.0006272,0.001241479,0.007764651,-0.016337794,3761552000,Mid,0.00045525,4211.724712
2/21/2024,INDSH,IWM US 03/15/24 P145,IWM 03/15/24 P145,NED,-34734.91,IWM 03/15/24 P145 Equity,-274,0.045,0,Equity Option,-1233,1,IWM 03/15/24 P145 Equity,IWM 03/15/24 P145 Equity,236563,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,145,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.045,0.501440107,-0.005455862,0.000627201,0.001241482,0.007764676,-0.016337826,3761552000,Mid,0.003198423,29590.17308
2/21/2024,TBMF,IWM US 03/15/24 P145,IWM 03/15/24 P145,NED,-673.04,IWM 03/15/24 P145 Equity,-7,0.045,0,Equity Option,-31.5,1,IWM 03/15/24 P145 Equity,IWM 03/15/24 P145 Equity,236563,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,145,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.045,0.501440034,-0.005455857,0.000627201,0.001241481,0.007764669,-0.016337817,3761552000,Mid,8.17115E-05,755.952566
2/21/2024,INTERVALMASTERFUND,IWM US 03/15/24 P145,IWM 03/15/24 P145,NED,-760.62,IWM 03/15/24 P145 Equity,-6,0.045,0,Equity Option,-27,1,IWM 03/15/24 P145 Equity,IWM 03/15/24 P145 Equity,236563,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,145,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.045,0.501440588,-0.005455898,0.000627204,0.001241488,0.007764722,-0.016337884,3761552000,Mid,7.00385E-05,647.9643037
2/21/2024,INTERVALMASTERFUND,IWM US 03/15/24 P165,IWM 03/15/24 P165,NED,2446.86,IWM 03/15/24 P165 Equity,6,0.165,-6,Equity Option,99,1,IWM 03/15/24 P165 Equity,IWM 03/15/24 P165 Equity,236564,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,165,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.165,0.374614511,-0.022965808,0.002923751,0.005787273,0.027040969,-0.030793432,3761552000,Mid,7.00385E-05,-2727.511205
2/21/2024,TBMF,IWM US 03/15/24 P165,IWM 03/15/24 P165,NED,2163.98,IWM 03/15/24 P165 Equity,7,0.165,-7,Equity Option,115.5,1,IWM 03/15/24 P165 Equity,IWM 03/15/24 P165 Equity,236564,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,165,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.165,0.374614277,-0.022965743,0.002923746,0.005787262,0.027040905,-0.030793367,3761552000,Mid,8.17115E-05,-3182.087456
2/21/2024,INDSH,IWM US 03/15/24 P165,IWM 03/15/24 P165,NED,111739.73,IWM 03/15/24 P165 Equity,274,0.165,-274,Equity Option,4521,1,IWM 03/15/24 P165 Equity,IWM 03/15/24 P165 Equity,236564,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,165,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.165,0.374614429,-0.022965785,0.002923749,0.005787269,0.027040947,-0.030793409,3761552000,Mid,0.003198423,-124556.2227
2/21/2024,INDMF,IWM US 03/15/24 P165,IWM 03/15/24 P165,NED,2199.55,IWM 03/15/24 P165 Equity,39,0.165,-39,Equity Option,643.5,1,IWM 03/15/24 P165 Equity,IWM 03/15/24 P165 Equity,236564,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,165,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,0.165,0.374614429,-0.022965785,0.002923749,0.005787269,0.027040947,-0.030793409,3761552000,Mid,0.00045525,-17728.80541
2/21/2024,RPMF,IWM US 03/15/24 P190,IWM 03/15/24 P190,Strat,-2368.36,IWM 03/15/24 P190 Equity,-23,1.83,-207,Equity Option,-4209,1,IWM 03/15/24 P190 Equity,IWM 03/15/24 P190 Equity,274005,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,190,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,1.83,0.250658007,-0.241294836,0.025033701,0.049551707,0.154918729,-0.092097983,3761552000,Mid,0.000268481,109852.3694
2/21/2024,RPMF,IWM US 03/15/24 P208,IWM 03/15/24 P208,Strat,15900.52,IWM 03/15/24 P208 Equity,23,11.17,2012.5,Equity Option,25691,1,IWM 03/15/24 P208 Equity,IWM 03/15/24 P208 Equity,277835,332,BBG000CGC9C4,March 24 Puts on IWM US,ISHARES RUSSELL 2000 ETF,Equity Option,Option,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,3761552000,42833613.13,100,197.94,208,0.063013,2024-03-15,0.02,Put,BBG000CGC9C4 FIGI,SPX Index,11.17,0.233754031,-0.786412741,0.025060659,0.049605068,0.144626836,-0.07573592,3761552000,Mid,0.000268481,-358023.8374
2/21/2024,RPMF,KRE US 02/23/24 P49.5,KRE 02/23/24 P49.5,Strat,5127.01,KRE 02/23/24 P49.5 Equity,46,1.55,2001,Equity Option,7130,1,KRE 02/23/24 P49.5 Equity,KRE 02/23/24 P49.5 Equity,278169,346,BBG000D82H52,February 24 Puts on KRE US,SPDR S&P REGIONAL BANKING,Equity Option,Option,UNITED STATES,USD,1,Financials,Banks,8552108000,17483875.07,100,48.01,49.5,0.005479,2024-02-23,0.02,Put,BBG000D82H52 FIGI,S5FINL Index,1.55,0.337108356,-0.886471752,0.160544575,0.07707745,0.006834864,-0.057902067,8552108000,Large,0.001315498,-195773.7406
2/21/2024,TBMF,LOW US 02/23/24 P227.5,LOW 02/23/24 P227.5,Strat,16917.05,LOW 02/23/24 P227.5 Equity,51,1.61,-10276.5,Equity Option,8211,1,LOW 02/23/24 P227.5 Equity,LOW 02/23/24 P227.5 Equity,278192,3167,BBG000BNDN65,February 24 Puts on LOW US,LOWE'S COS INC,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1.31005E+11,2451904.103,100,227.79,227.5,0.005479,2024-02-23,0.02,Put,BBG000BNDN65 FIGI,S5COND Index,1.61,0.262277801,-0.467732876,0.089916538,0.204820881,0.067045822,-0.446190134,1.31005E+11,Large,0.01040008,-543378.8462
2/21/2024,INTERVALMASTERFUND,LOW US 02/23/24 P227.5,LOW 02/23/24 P227.5,Strat,13599.98,LOW 02/23/24 P227.5 Equity,41,1.61,-8261.5,Equity Option,6601,1,LOW 02/23/24 P227.5 Equity,LOW 02/23/24 P227.5 Equity,278192,3167,BBG000BNDN65,February 24 Puts on LOW US,LOWE'S COS INC,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1.31005E+11,2451904.103,100,227.79,227.5,0.005479,2024-02-23,0.02,Put,BBG000BNDN65 FIGI,S5COND Index,1.61,0.262277753,-0.467732871,0.089916554,0.204820919,0.067045822,-0.446190054,1.31005E+11,Large,0.008360849,-436833.9702
2/21/2024,INTERVALMASTERFUND,LOW US 02/23/24 P227.5,LOW 02/23/24 P227.5,NED,331.71,LOW 02/23/24 P227.5 Equity,1,1.61,-201.5,Equity Option,161,1,LOW 02/23/24 P227.5 Equity,LOW 02/23/24 P227.5 Equity,278192,3167,BBG000BNDN65,February 24 Puts on LOW US,LOWE'S COS INC,Equity Option,Option,UNITED STATES,USD,1,Consumer Discretionary,Specialty Retail,1.31005E+11,2451904.103,100,227.79,227.5,0.005479,2024-02-23,0.02,Put,BBG000BNDN65 FIGI,S5COND Index,1.61,0.262277787,-0.467732875,0.089916543,0.204820893,0.067045822,-0.44619011,1.31005E+11,Large,0.000203923,-10654.48715
