TradeDate,FundName,Description,Symbol,Quantity,MarketPrice,TotalPL,AssetType,MarketValue,NetAssetValue,CalcSID,SID,SecID,UnderlierSecID,UnderlierFIGI,NAME,UnderlierName,SECURITY_TYP,SECURITY_TYP2,Country,CRNCY,FXRate,Sector,Industry,MarketCap,30DAvgVolume,PX_POS_MULT_FACTOR,UndlPrice,Strike,MtyYears,Expiry,FinRt,PutCall,VaRTicker,Proxy,Price,IVOL_TM,Delta,Gamma$,Gamma%,Vega,Theta,USD Mkt Cap,MarketCap,DaysLiquid,VaRExposure,BetaExposure,NotionalExposure,Equity,Size(L-S),Valuation(G-V),BondAgg,BondHY,Momentum,Oil,Gold,Commodity,IntlEquity,EMEquity,DollarIndex,Volatility,10YRRates,ConsDisc,ConsStap,Energy,Financials,HealthCare,Industrials,Tech,Materials,RealEstate,Telecom,Utilities,Crowdedness,Short Interest,Cyclicality,Leverage,Profitability,EarningsVariability,DividendYield,Software,Hardware,Semiconductors,Internet,NotionalMV,Volatility,Correlation,Client
3/7/2024,Hedged Equity,INARI MEDICAL INC,NARI,266.0526,42.28,0,STK,11248.7,0,BBG009J8K7M0,BBG009J8K7M0,53452,,BBG009J8K7M0,INARI MEDICAL INC,INARI MEDICAL INC,Common Stock,Common Stock,UNITED STATES,USD,1,Health Care,Health Care Equipment & Suppli,2450570000,929205.0968,1,42.28,0,0,,0,Equity,BBG009J8K7M0 FIGI,S5HLTH Index,42.28,0,1,0,0,0,0,2450570000,Small,0.001431614,11248.70393,-11469.59256,-13621.34872,0.842030609,-0.047834264,0.089192482,-0.373082388,-0.129175284,0.409999386,0.020118064,-0.056620963,0.038173656,0.046618996,-0.065358255,0.433971156,-0.459083586,-0.289063547,-0.145197621,0.277147647,-0.029475098,-0.107408047,0.488491718,-0.029003052,-0.163939122,-0.060858812,0.136952656,-0.155818155,0.075450727,0.113023069,0.179968963,-0.418292844,0.285471341,0.07353523,1.708747972,0.217179586,0.026299147,-0.1576971,-0.133095859,-8.182659153,-13621.34872,0.031900634,0.758233106,FirmLevel
3/7/2024,Hedged Equity,INVESCO QQQ TRUST SERIES 1,QQQ,-177.9008,445.45,0,STK,-79245.91,0,BBG000BSWKH7,BBG000BSWKH7,622,,BBG000BSWKH7,INVESCO QQQ TRUST SERIES 1,INVESCO QQQ TRUST SERIES 1,ETP,Mutual Fund,UNITED STATES,USD,1,Broad Market Index,Broad Market Index,9.67698E+11,42461451.19,1,445.45,0,0,,0,Equity,BBG000BSWKH7 FIGI,SPX Index,445.45,0,1,0,0,0,0,9.67698E+11,Mega,2.09485E-05,-79245.91136,30086.98202,34056.9344,0.883431893,-0.081877726,0.23199451,-1.032191273,-0.043123082,0.486530866,-0.01062831,0.057331048,-0.051761186,0.009088479,-0.024099371,0.483031432,-0.050754616,-1.173192951,-0.088593461,-0.01151396,-0.158585447,-0.305945321,0.363008052,-0.170772249,0.576383901,0.167878109,-0.245063223,-0.458985833,0.110703898,-0.094330793,0.086023713,-0.118603733,-1.979001429,0.443435787,-1.729278094,-2.038865894,0.552668364,-0.068837956,0.489641436,-29.52712696,34056.9344,0.040355093,0.628947222,FirmLevel
3/7/2024,Hedged Equity,RESTAURANT BRANDS INTERN,QSR,-79.8578,80.62,0,STK,-6438.14,0,BBG0076WG2V1,BBG0076WG2V1,211,,BBG0076WG2V1,RESTAURANT BRANDS INTERN,RESTAURANT BRANDS INTERN,Common Stock,Common Stock,CANADA,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",36773400000,1490171.903,1,80.62,0,0,,0,Equity,BBG0076WG2V1 FIGI,S5COND Index,80.62,0,1,0,0,0,0,36773400000,Large,0.000267948,-6438.135836,-7676.998545,-8759.698908,0.87639982,-1.00984387,0.015716728,0.158054874,0.09145053,-0.514178742,0.070004395,-0.078439707,0.271050742,0.319007759,0.210476995,0.206178428,2.52511261,0.391251038,1.395927858,-1.254192866,0.291233579,0.33247182,-1.475685179,0.441012879,0.217262657,0.71683609,-0.047105836,-0.155569009,-0.533032008,1.194409067,0.847331275,1.558456847,3.421336827,-5.020408042,4.978308262,0.68409758,-0.049076035,-0.089506327,0.532030283,70.04660897,-8759.698908,0.041436627,0.607330346,FirmLevel
3/7/2024,Hedged Equity,RENTOKIL INITIAL PLC-SP ADR,RTO,1084.0748,32.63,0,STK,35373.36,0,BBG000BVPG41,BBG000BVPG41,6357,,BBG000BVPG41,RENTOKIL INITIAL PLC-SP ADR,RENTOKIL INITIAL PLC-SP ADR,ADR,Depositary Receipt,BRITAIN,USD,1,Industrials,Commercial Services & Supplies,16462100000,786018.7097,1,32.63,0,0,,0,Equity,BBG000BVPG41 FIGI,S5INDU Index,32.63,0,1,0,0,0,0,16462100000,Large,0.006895986,35373.36072,93927.16719,95906.48285,0.979362024,-1.367069824,0.211493503,2.316204207,0.01346375,0.438258431,0.056509543,0.799242878,0.158830928,0.30224846,0.136062576,0.159307887,1.62788623,4.301936761,1.248634367,-0.705509271,0.297798927,-0.200050466,-0.412072112,-0.225547458,0.157424233,0.692085194,0.208657383,0.264111302,-0.348087194,1.191208228,0.839390959,0.595981588,3.550197921,-5.365747559,6.855763106,-0.515244441,0.301420359,-0.71593148,0.700622702,-24.83884622,95906.48285,0.057245009,0.491544967,FirmLevel
3/7/2024,Hedged Equity,SUNRUN INC,RUN,-260.4925,12.33,0,STK,-3211.87,0,BBG0025XVR85,BBG0025XVR85,4270,,BBG0025XVR85,SUNRUN INC,SUNRUN INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Electrical Equipment,2707550000,14140427.9,1,12.33,0,0,,0,Equity,BBG0025XVR85 FIGI,S5INDU Index,12.33,0,1,0,0,0,0,2707550000,Small,9.21091E-05,-3211.872525,-9180.432391,-8329.4517,1.102165271,0.047287572,0.080122175,0.31818948,0.268690406,0.628111195,0.012796801,0.327128572,0.063084377,0.327407106,0.239715671,-0.552047163,0.196880591,0.04174519,-0.148368792,-0.37330926,0.05139671,-0.155955204,0.652381314,0.261911041,-0.126337742,0.249696278,0.159625557,-0.602595197,0.155737857,0.154923633,0.078650705,-0.338158056,0.416946489,-0.398138516,0.638009033,0.246645655,0.095989212,-0.169955602,-0.143156526,-3.896581273,-8329.4517,0.036188474,0.875034622,FirmLevel
3/7/2024,Hedged Equity,RXO INC,RXO,1321.8871,21.25,0,STK,28090.1,0,BBG0160DYCH4,BBG0160DYCH4,210524,,BBG0160DYCH4,RXO INC,RXO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Ground Transportation,2488270000,698914.2581,1,21.25,0,0,,0,Equity,BBG0160DYCH4 FIGI,S5INDU Index,21.25,0,1,0,0,0,0,2488270000,Small,0.009456719,28090.10088,2790.218599,11865.7656,0.235148636,-0.423581126,0.499243245,-0.585626066,-0.860631495,0.627956137,-0.085330993,0.222527481,-0.420717716,0.065691566,-0.267285778,-0.607362214,-0.146865017,-0.008850691,0.162426978,0.507639047,-0.22306066,-0.692503777,1.419157411,-0.67626396,0.23738512,-0.265779211,-0.062569814,0.34416018,0.217776366,-0.192111387,0.355975849,-0.874589912,-1.844140435,0.860256267,-1.507327752,0.584819289,0.201901165,-0.052528888,0.263084118,-125.1066268,11865.7656,0.052959741,0.127578002,FirmLevel
3/7/2024,Hedged Equity,SAP SE-SPONSORED ADR,SAP,-77.9807,195.57,0,STK,-15250.69,0,BBG000BDSLD7,BBG000BDSLD7,10064,,BBG000BDSLD7,SAP SE-SPONSORED ADR,SAP SE-SPONSORED ADR,ADR,Depositary Receipt,GERMANY,USD,1,Information Technology,Software,2.40259E+11,673855.7419,1,195.57,0,0,,0,Equity,BBG000BDSLD7 FIGI,S5INFT Index,195.57,0,1,0,0,0,0,2.40259E+11,Mega,0.000578616,-15250.6855,16225.85011,14804.90482,1.095978009,-0.966820377,0.675872528,2.023776648,0.35191233,0.39045115,0.031850696,0.177475685,0.045143345,-0.347628042,-0.35873022,0.050467623,1.48986523,4.080178274,1.130376659,-1.049028406,-0.084431628,-0.126905627,-0.579538679,-0.682650572,1.094519673,-0.232175219,-0.051918352,0.860692713,-0.575136791,0.795119297,0.682309556,1.360069014,1.981326719,-4.688328029,5.382497481,0.050194288,0.97547551,0.065141593,0.79224188,-26.87487754,14804.90482,0.051574961,0.610594121,FirmLevel
3/7/2024,Hedged Equity,STARBUCKS CORP,SBUX,302.1607,90.95,0,STK,27481.52,0,BBG000CTQBF3,BBG000CTQBF3,3603,,BBG000CTQBF3,STARBUCKS CORP,STARBUCKS CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Consumer Discretionary,"Hotels, Restaurants & Leisure",1.02974E+11,9171344.71,1,90.95,0,0,,0,Equity,BBG000CTQBF3 FIGI,S5COND Index,90.95,0,1,0,0,0,0,1.02974E+11,Mega,0.000164731,27481.51567,119199.1147,90261.8304,1.320592704,-0.424514385,-0.234438078,0.4069142,0.906798017,0.198830448,-0.049465851,-0.332453787,-0.274543996,0.378019199,0.157668197,-0.554608352,1.63265001,-0.133818878,-0.100835222,-0.721072844,0.124895766,0.360945186,-0.750516788,0.416756891,-0.048453389,0.780241415,0.01451858,-0.384486626,-0.025013152,0.508081006,0.473568395,0.67952263,1.951611002,-1.966315452,1.698336599,1.99815988,0.205681559,-0.331650314,0.039289258,38.53103275,90261.8304,0.05689138,0.666886022,FirmLevel
3/7/2024,Hedged Equity,TERADATA CORP,TDC,-221.0515,38.41,0,STK,-8490.59,0,BBG000R0L5J4,BBG000R0L5J4,4098,,BBG000R0L5J4,TERADATA CORP,TERADATA CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,3741130000,1295358.484,1,38.41,0,0,,0,Equity,BBG000R0L5J4 FIGI,S5INFT Index,38.41,0,1,0,0,0,0,3741130000,Small,0.000853244,-8490.588115,102918.6126,118241.6536,0.870409111,1.136504921,1.47608185,-0.579732306,-0.169216209,2.026158881,-0.070687562,0.381785626,0.004604714,0.028747967,0.510974901,0.841535904,-2.587314881,-1.135816082,0.399712806,0.114393794,-0.353186799,-1.163565864,1.117298871,-1.44139514,1.654972159,-0.461677363,-0.221954842,0.024838532,-0.081467915,-0.125742627,-0.140645424,-0.272478669,-3.336178626,1.235518834,-3.906121243,-2.078920854,1.645312521,0.799633021,0.294672522,9.119520911,118241.6536,0.059438385,0.420631461,FirmLevel
3/7/2024,Hedged Equity,ATLASSIAN CORP-CL A,TEAM,139.5554,202.96,0,STK,28324.16,0,BBG01BGWHFR5,BBG01BGWHFR5,191059,,BBG01BGWHFR5,ATLASSIAN CORP-CL A,ATLASSIAN CORP-CL A,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,52649200000,1792438.677,1,202.96,0,0,,0,Equity,BBG01BGWHFR5 FIGI,S5INFT Index,202.96,0,1,0,0,0,0,52649200000,Large,0.000389289,28324.16398,63745.53628,65187.51494,0.977879527,0.113749067,1.188175829,-0.345013197,-0.307482311,0.984026553,0.058549556,0.156754989,0.20234957,-0.113583399,0.191003423,0.814151409,-0.660836438,-0.321915623,0.997380047,-0.662197446,-0.112234675,-0.699928377,-0.332494499,-0.674808018,1.654405484,-0.425541456,-0.545293631,0.727803188,-0.633673173,0.353101024,0.186518265,1.078617673,-0.180573438,-0.340366298,1.567705833,-3.291899481,1.354981417,0.661771211,0.739736318,64.31204516,65187.51494,0.042191412,0.665631525,FirmLevel
3/7/2024,Hedged Equity,UNIVERSAL MUSIC GRO-UNSP ADR,UNVGY,2413,14.83,0,STK,35784.79,0,BBG0136GCJX9,BBG0136GCJX9,177057,,BBG0136GCJX9,UNIVERSAL MUSIC GRO-UNSP ADR,UNIVERSAL MUSIC GRO-UNSP ADR,ADR,Depositary Receipt,NETHERLANDS,USD,1,Communication Services,Entertainment,54030600000,64600.64516,1,14.83,0,0,,0,Equity,BBG0136GCJX9 FIGI,S5TELS Index,14.83,0,1,0,0,0,0,54030600000,Large,0.186762841,35784.79,42277.24543,48035.21443,0.880130253,-0.193897115,0.671118788,0.856266966,0.097125004,0.417305803,-0.000536082,0.193458033,0.044974941,0.078998398,0.287343988,0.048073162,0.432795628,1.161140198,0.998747353,-0.759842708,-0.085753613,-0.114378797,-0.504985377,-0.611624332,0.791006079,-0.428129475,-0.041856031,0.726466514,-0.328510387,0.550369245,0.171406528,1.01668302,0.950179254,-2.531790669,3.041666626,-1.771988224,0.947068524,-0.050536698,0.422859526,49.39992515,48035.21443,0.036589265,0.690796399,FirmLevel
3/7/2024,Hedged Equity,WATERS CORP,WAT,96.5239,361,0,STK,34845.13,0,BBG000FQRVM3,BBG000FQRVM3,3771,,BBG000FQRVM3,WATERS CORP,WATERS CORP,Common Stock,Common Stock,UNITED STATES,USD,1,Health Care,Life Sciences Tools & Services,21372150000,423062.6129,1,361,0,0,,0,Equity,BBG000FQRVM3 FIGI,S5HLTH Index,361,0,1,0,0,0,0,21372150000,Large,0.001140776,34845.1279,33068.5189,35830.31852,0.922920037,-0.23889561,0.500860885,1.131388657,0.161445295,0.453975981,0.058800535,0.213721986,0.16737265,-0.046733572,-0.211779531,0.17933075,1.45367822,1.890553544,0.873347203,-0.80962743,0.127310607,-0.203521667,-0.74843904,-0.327810735,0.626187754,-0.308605225,0.059240809,0.736785707,-0.237662406,0.829509914,0.500621154,0.864291098,2.508645346,-3.701247572,6.518428964,0.177632754,0.718576863,0.141958398,0.164507977,45.96684882,35830.31852,0.046432459,0.570858382,FirmLevel
3/7/2024,Hedged Equity,WATSCO INC,WSO,90.2884,404.54,0,STK,36525.27,0,BBG000DJN7L9,BBG000DJN7L9,3669,,BBG000DJN7L9,WATSCO INC,WATSCO INC,Common Stock,Common Stock,UNITED STATES,USD,1,Industrials,Trading Companies & Distributo,15901810000,316419.4194,1,404.54,0,0,,0,Equity,BBG000DJN7L9 FIGI,S5INDU Index,404.54,0,1,0,0,0,0,15901810000,Large,0.00142672,36525.26934,-9875.75406,-10128.48148,0.975047847,-0.954484052,-0.417425826,0.933225811,-0.164160233,-0.468387074,0.09687374,0.117613284,0.141853942,0.099140774,-0.260683869,0.380135867,0.856208253,1.709035647,-0.186675196,-0.236333454,0.218722088,0.26974619,-0.116516158,0.359108617,-0.418791306,0.626798714,0.066681859,-0.212973776,-0.151303283,0.467279854,0.304144415,0.066445067,1.333487207,-1.721614713,3.104643037,-1.130488101,-0.319618142,-0.467236889,0.100489152,58.26646074,-10128.48148,0.038936231,0.719210234,FirmLevel
3/7/2024,Hedged Equity,CLEAR SECURE INC -CLASS A,YOU,-247.773,19.91,0,STK,-4933.16,0,BBG011C0FS40,BBG011C0FS40,116278,,BBG011C0FS40,CLEAR SECURE INC -CLASS A,CLEAR SECURE INC -CLASS A,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,2998970000,1584270.29,1,19.91,0,0,,0,Equity,BBG011C0FS40 FIGI,S5INFT Index,19.91,0,1,0,0,0,0,2998970000,Small,0.000781978,-4933.16043,22923.58978,18255.27972,1.255723831,-0.298111895,1.474129619,-1.553677133,-0.333962421,1.77324562,0.07834682,0.056068395,0.202040431,-0.318503904,-0.261525853,2.021793192,-0.479077002,-0.02905871,0.911615281,-0.239562446,-0.108460125,-1.200835361,0.110152098,-1.302497815,1.689227223,-0.359689288,-0.338444708,0.992934654,-0.13966881,0.436812169,0.506241876,0.26082782,-1.605407489,-1.685644501,4.435160275,-1.974650254,1.806265117,0.075235728,0.929057515,-28.51389201,18255.27972,0.060645317,0.595002714,FirmLevel
3/7/2024,Hedged Equity,ZIFF DAVIS INC,ZD,-56.2546,67.15,0,STK,-3777.5,0,BBG000F3CWW7,BBG000F3CWW7,3728,,BBG000F3CWW7,J2 GLOBAL INC,J2 GLOBAL INC,Common Stock,Common Stock,UNITED STATES,USD,1,Information Technology,Software,3093700000,236564.7419,1,67.15,0,0,,0,Equity,BBG000F3CWW7 FIGI,S5INFT Index,67.15,0,1,0,0,0,0,3093700000,Small,0.00118899,-3777.49639,-10607.05023,-10631.61748,0.997689227,-1.639070657,-0.002542318,-1.054135407,-0.376656856,-0.27448533,0.183952468,-0.138359591,0.337988852,0.258168655,-0.601093518,0.785270187,2.388836072,0.242496894,1.574755126,-0.954641252,0.248404297,-0.02494142,-1.124065511,0.59812075,-0.129487088,0.612203462,-0.006983463,0.328875445,-0.314402612,1.17788315,1.149964799,1.12903322,4.864723871,-4.776842686,6.702034921,0.869217343,-0.126203123,-0.111949504,0.034392896,73.38146111,-10631.61748,0.057204587,0.500872939,FirmLevel
